Patente|Pedimento|SeccionAduanera|NumContenedor|TipoContenedor|FechaPagoReal
1680|5035180|800|72BE1U|68|2026-01-19 16:02:02|
1680|5000912|240|UMXU894922|22|2026-01-14 12:06:02|
1680|6011257|240|BNSF301986|63|2026-01-21 18:27:08|
1680|5087442|240|MNLU234956|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU931086|22|2026-01-19 16:02:02|
1680|5035183|800|53324|56|2026-01-06 15:38:13|
1680|5083929|240|UMXU931662|22|2026-01-19 09:16:02|
1680|5035180|800|UL53787|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU253807|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU889939|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU248298|22|2026-01-14 12:06:02|
1680|5000912|240|UMXU237023|22|2026-01-14 12:06:02|
1680|5083929|240|UMXU268566|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU891834|63|2026-01-08 18:09:02|
1680|5035183|800|53500|56|2026-01-06 15:38:13|
1680|5001377|270|UMXU934462|63|2026-01-08 18:09:01|
1680|5083929|240|MNLU234762|22|2026-01-19 09:16:02|
3129|6000613|240|P5193684|56|2026-01-21 16:01:11|
3949|5001068|070|UMXU256149|22|2026-01-05 19:55:00|
1680|5087442|240|MNLU234760|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU258426|22|2026-01-05 18:07:01|
1680|5035180|800|99BF6X|68|2026-01-19 16:02:02|
1680|5083929|240|UMXU933699|22|2026-01-19 09:16:02|
1680|5092175|240|CWSU260501|60|2026-01-07 10:05:03|
3949|5000172|672|08|60|2026-01-07 13:21:01|
1680|5035180|800|532030|56|2026-01-19 16:02:02|
1680|5000912|240|79-AT-9Z|68|2026-01-14 12:06:02|
1680|5000912|240|95-BK-8E|56|2026-01-14 12:06:02|
1680|5035180|800|E23427|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU939453|22|2026-01-19 09:16:02|
1680|5000912|240|53615|56|2026-01-14 12:06:02|
1680|5087442|240|SNLU187430|22|2026-01-23 11:10:08|
1680|5087442|240|EMHU249127|22|2026-01-23 11:10:08|
3129|6000613|240|D133|56|2026-01-21 16:01:11|
1680|5087442|240|SNLU142909|22|2026-01-23 11:10:08|
1680|5087442|240|SNLU196175|22|2026-01-23 11:10:08|
1680|5000912|240|UMXU888205|22|2026-01-14 12:06:02|
1680|5087442|240|UMXU932919|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU252123|22|2026-01-23 11:10:08|
1680|5000912|240|853846|56|2026-01-14 12:06:02|
1680|5083929|240|EMHU245446|22|2026-01-19 09:16:02|
1680|5035180|800|532239|56|2026-01-19 16:02:02|
1680|5000912|240|555|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU238145|22|2026-01-19 09:16:02|
1680|6011279|240|TTGX967096|63|2026-01-30 18:41:07|
1680|5083929|240|EMHU263384|22|2026-01-19 09:16:02|
3949|5001070|071|5314|56|2026-01-05 17:30:07|
1680|5001378|270|UMXU931585|63|2026-01-08 18:09:02|
1680|5035180|800|210660|56|2026-01-19 16:02:02|
1680|5000912|240|54145|56|2026-01-14 12:06:02|
1680|6024613|240|S299|56|2026-01-15 18:48:10|
1680|5035180|800|535195|56|2026-01-19 16:02:02|
1680|5035179|800|52365|56|2026-01-07 16:01:01|
1680|5000422|230|668014|56|2026-01-05 16:21:02|
1680|5035180|800|161572|56|2026-01-19 16:02:02|
3949|5001068|070|UMXU235802|22|2026-01-05 19:55:00|
1680|5035180|800|81312|56|2026-01-19 16:02:02|
1680|5035180|800|35791|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU246233|22|2026-01-19 09:16:02|
1680|5092158|240|6195|56|2026-01-08 18:31:01|
3949|5005113|160|MRSU7658849|3|2026-01-07 13:36:06|
1680|5035180|800|950108|56|2026-01-19 16:02:02|
3949|5005113|160|HLBU3091797|3|2026-01-07 13:36:06|
1680|5000285|230|JS100|60|2026-01-07 15:44:00|
1680|5087442|240|UMXU934206|22|2026-01-23 11:10:08|
1680|5035180|800|UMXU939510|22|2026-01-19 16:02:02|
1680|5087442|240|MNLU234693|22|2026-01-23 11:10:08|
1669|5023108|430|MRSU3894785|3|2026-01-06 10:08:00|
1680|5000912|240|UMXU633950|22|2026-01-14 12:06:02|
1680|5083929|240|EMHU650109|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU890856|63|2026-01-08 18:09:02|
1680|5083929|240|SNLU993167|22|2026-01-19 09:16:02|
1680|5083929|240|EMHU634317|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU891922|22|2026-01-23 11:10:08|
1680|5083929|240|EMHU634437|22|2026-01-19 09:16:02|
1680|5083929|240|MNLU234566|22|2026-01-19 09:16:02|
1680|5000912|240|7327913|56|2026-01-14 12:06:02|
1680|5000291|230|CRFP-02|60|2026-01-07 13:58:03|
1680|6024616|240|14|56|2026-01-16 16:34:11|
1680|5000285|230|JS91|60|2026-01-07 15:44:00|
1680|5035180|800|532227.|22|2026-01-19 16:02:02|
1680|5000912|240|UMXU260090|22|2026-01-14 12:06:02|
1680|5087442|240|SNLU222507|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234569|22|2026-01-23 11:10:08|
1680|5035180|800|11437|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU937265|22|2026-01-23 11:10:08|
1680|5000278|230|WRWK407091|63|2026-01-07 13:43:00|
1680|5083929|240|TCZU653844|22|2026-01-19 09:16:02|
1680|5000291|230|1407|60|2026-01-07 13:58:03|
1680|5035180|800|534194|56|2026-01-19 16:02:02|
1680|5083929|240|MNLU234651|22|2026-01-19 09:16:02|
1680|5083929|240|MNLU234751|22|2026-01-19 09:16:02|
1680|5035180|800|51036|56|2026-01-19 16:02:02|
1680|6011228|240|TTGX953844|63|2026-01-09 19:07:11|
1680|5087442|240|UMXU235266|22|2026-01-23 11:10:08|
1680|5000912|240|532201|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU248414|22|2026-01-19 09:16:02|
1680|5000912|240|UMXU252380|22|2026-01-14 12:06:02|
3949|5001068|070|UMXU260074|22|2026-01-05 19:55:00|
1680|5000912|240|83963MSA|56|2026-01-14 12:06:02|
1680|5000912|240|UMXU247419|22|2026-01-14 12:06:02|
1680|5035180|800|UMXU237023|22|2026-01-19 16:02:02|
3949|5104855|071|53352|56|2026-01-08 15:44:01|
1680|5092175|240|CWSU260540|60|2026-01-07 10:05:03|
1680|5083929|240|MNLU234562|22|2026-01-19 09:16:02|
1680|5035180|800|E823198|56|2026-01-19 16:02:02|
1680|5083929|240|MNLU234864|22|2026-01-19 09:16:02|
1680|5083929|240|MNLU234927|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU632859|22|2026-01-19 09:16:02|
1680|5083929|240|MNLU234649|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU250661|22|2026-01-23 11:10:08|
1680|5000283|230|TC-06|56|2026-01-07 12:44:01|
3949|6032961|160|CSLU2099657|1|2026-01-21 17:33:06|
1680|5000912|240|UMXU235888|22|2026-01-14 12:06:02|
1680|5092147|240|NYC623654|63|2026-01-08 09:11:02|
1680|5087442|240|TCZU652593|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU886549|22|2026-01-05 18:07:01|
1680|5083929|240|UMXU250710|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU885370|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU236545|22|2026-01-23 11:10:08|
3129|6000613|240|3142404P|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU895129|22|2026-01-23 11:10:08|
1680|5083929|240|MNLU234983|22|2026-01-19 09:16:02|
3949|5104834|071|53366|56|2026-01-08 15:50:01|
1680|5087442|240|UMXU898191|22|2026-01-23 11:10:08|
1680|5035180|800|AM53193|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU267761|22|2026-01-23 11:10:08|
3949|5001068|070|UMXU234903|22|2026-01-05 19:55:00|
1680|5035180|800|UMXU251583|22|2026-01-19 16:02:02|
3129|6000603|240|9813|56|2026-01-21 12:03:03|
1680|5000912|240|538762|56|2026-01-14 12:06:02|
1680|5035180|800|534232|56|2026-01-19 16:02:02|
3949|5001067|070|UMXU266252|22|2026-01-05 18:07:01|
1680|5035180|800|58AZ9K|68|2026-01-19 16:02:02|
1680|5001378|270|UMXU631947|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU237838|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU634605|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU931196|22|2026-01-23 11:10:08|
1680|5083929|240|SNLU144295|22|2026-01-19 09:16:02|
1680|5036308|240|GT40311|60|2026-01-02 16:20:09|
1680|5035180|800|535146|56|2026-01-19 16:02:02|
3949|5000180|672|08|60|2026-01-07 13:36:00|
1680|5087442|240|UMXU238987|22|2026-01-23 11:10:08|
1680|5000283|230|SWFZ131536|56|2026-01-07 12:44:01|
1680|5083929|240|UMXU251741|22|2026-01-19 09:16:02|
1680|6024626|240|559908|56|2026-01-21 14:03:02|
1680|5083929|240|UMXU235757|22|2026-01-19 09:16:02|
1680|5000912|240|536027|56|2026-01-14 12:06:02|
1680|5035180|800|06AU8U|68|2026-01-19 16:02:02|
1680|5083929|240|MNLU234886|22|2026-01-19 09:16:02|
3949|5005114|160|HAMU1505033|3|2026-01-08 09:55:01|
3129|6000613|240|AP1018|56|2026-01-21 16:01:11|
1680|5083929|240|MNLU234750|22|2026-01-19 09:16:02|
1680|5000912|240|526033|56|2026-01-14 12:06:02|
3949|5000179|672|377338|56|2026-01-06 15:00:00|
1680|5083929|240|SNLU192865|22|2026-01-19 09:16:02|
1680|6024627|240|73|56|2026-01-22 16:26:04|
1680|5083929|240|MNLU234835|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU266759|22|2026-01-23 11:10:08|
1680|5000912|240|532013|56|2026-01-14 12:06:02|
1680|5083929|240|MNLU234930|22|2026-01-19 09:16:02|
1680|5035180|800|15326142|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU233022|22|2026-01-23 11:10:08|
1680|5000912|240|534441|56|2026-01-14 12:06:02|
1680|5035180|800|170240|56|2026-01-19 16:02:02|
1680|5083929|240|SNLU133776|22|2026-01-19 09:16:02|
3949|5104818|071|53129|56|2026-01-07 14:41:01|
1680|5087442|240|MNLU234770|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU635425|22|2026-01-19 09:16:02|
3575|5000112|110|SEKU6290894|3|2026-01-02 18:15:01|
1680|5036308|240|P53137|60|2026-01-02 16:20:09|
1680|5036308|240|D407|60|2026-01-02 16:20:09|
1680|5087442|240|UMXU932813|22|2026-01-23 11:10:08|
1669|5023940|430|HLBU2698467|3|2026-01-09 11:04:00|
1680|5087442|240|UMXU259284|22|2026-01-23 11:10:08|
3949|5104840|071|531119|56|2026-01-14 15:39:02|
1680|5035180|800|86BB5B|68|2026-01-19 16:02:02|
1680|5000912|240|RJ080|56|2026-01-14 12:06:02|
1680|5035180|800|9115|56|2026-01-19 16:02:02|
1669|5023108|430|TLLU4700380|3|2026-01-06 10:08:00|
3949|5001067|070|UMXU882649|22|2026-01-05 18:07:01|
1680|5083929|240|SNLU144462|22|2026-01-19 09:16:02|
3949|5104841|071|53532|56|2026-01-09 13:40:01|
1680|5087442|240|UMXU257658|22|2026-01-23 11:10:08|
3129|6000613|240|4278|56|2026-01-21 16:01:11|
1680|5087442|240|SNLU214001|22|2026-01-23 11:10:08|
1680|5036308|240|P48101|60|2026-01-02 16:20:09|
1680|5083929|240|SNLU223242|22|2026-01-19 09:16:02|
3949|5104860|071|531119|56|2026-01-08 15:41:00|
1680|6011267|240|TM2541|60|2026-01-23 16:59:08|
1680|5083929|240|UMXU254640|22|2026-01-19 09:16:02|
1680|5001378|270|UMXU233452|63|2026-01-08 18:09:02|
1680|5083929|240|SNLU196322|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU257092|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU251855|22|2026-01-19 09:16:02|
1680|5001377|270|UMXU894564|63|2026-01-08 18:09:01|
1680|5035180|800|19103|56|2026-01-19 16:02:02|
1680|5034297|800|RT2038|56|2026-01-05 15:26:02|
3949|5104840|071|53510|56|2026-01-14 15:39:02|
1680|5087442|240|MNLU234884|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU636380|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU934124|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU930890|22|2026-01-19 09:16:02|
1680|5036308|240|40213|60|2026-01-02 16:20:09|
1680|5092174|240|18235|60|2026-01-02 16:20:08|
3129|6000613|240|537-61|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU247495|22|2026-01-23 11:10:08|
3949|5001068|070|UMXU256782|22|2026-01-05 19:55:00|
1680|5083929|240|SNLU223949|22|2026-01-19 09:16:02|
1680|5035180|800|224|56|2026-01-19 16:02:02|
1669|5023108|430|TRHU4550160|3|2026-01-06 10:08:00|
1680|5083929|240|UMXU236848|22|2026-01-19 09:16:02|
1680|5035180|800|33BC1P|68|2026-01-19 16:02:02|
1680|5083929|240|TCZU648138|22|2026-01-19 09:16:02|
3949|5104818|071|53686|56|2026-01-07 14:41:01|
1680|5000912|240|532108|56|2026-01-14 12:06:02|
3129|6000613|240|710788|56|2026-01-21 16:01:11|
1680|5035180|800|710739|56|2026-01-19 16:02:02|
1680|5036308|240|F640|60|2026-01-02 16:20:09|
1680|5083929|240|UMXU932057|22|2026-01-19 09:16:02|
1680|5035180|800|H53169|56|2026-01-19 16:02:02|
3129|6000613|240|8873|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU250484|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU635050|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU937708|22|2026-01-19 09:16:02|
1680|5035180|800|251558.|22|2026-01-19 16:02:02|
1680|5087442|240|EMHU634317|22|2026-01-23 11:10:08|
3949|5000638|672|08|60|2026-01-02 15:58:01|
1680|5035180|800|UMXU236631|22|2026-01-19 16:02:02|
1680|5083929|240|UMXU235843|22|2026-01-19 09:16:02|
3949|5005113|160|UETU8344853|3|2026-01-07 13:36:06|
1680|5087442|240|UMXU255911|22|2026-01-23 11:10:08|
3129|6000613|240|D149|56|2026-01-21 16:01:11|
1680|5035180|800|5361|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU933878|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU936188|22|2026-01-19 09:16:02|
1680|5035180|800|530912|56|2026-01-19 16:02:02|
1680|5000932|240|E82516|56|2026-01-05 17:10:02|
1680|5087442|240|UMXU254649|22|2026-01-23 11:10:08|
1680|6011237|240|BNSF301611|63|2026-01-15 18:33:13|
1680|5083929|240|UMXU250767|22|2026-01-19 09:16:02|
1680|5083929|240|SNLU187430|22|2026-01-19 09:16:02|
1680|5035180|800|80942|56|2026-01-19 16:02:02|
1680|5087442|240|UMXU939601|22|2026-01-23 11:10:08|
3949|5001067|070|UMXU236752|22|2026-01-05 18:07:01|
3949|5001068|070|UMXU890032|22|2026-01-05 19:55:00|
1680|5000291|230|Z106|60|2026-01-07 13:58:03|
1680|5087442|240|UMXU253327|22|2026-01-23 11:10:08|
3129|6000613|240|5307|56|2026-01-21 16:01:11|
1680|5035180|800|538569|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU937890|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU939529|22|2026-01-19 09:16:02|
1680|5035180|800|78|56|2026-01-19 16:02:02|
1680|5000932|240|E81967|56|2026-01-05 17:10:02|
1680|5087442|240|UMXU935117|22|2026-01-23 11:10:08|
1669|5023108|430|TGBU9302162|3|2026-01-06 10:08:00|
1680|5035180|800|UMXU268636|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU251337|22|2026-01-19 16:02:02|
3949|5001068|070|UMXU636144|22|2026-01-05 19:55:00|
1680|5083929|240|UMXU258237|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU259626|22|2026-01-19 16:02:02|
3949|5000181|672|06|60|2026-01-07 13:37:01|
3949|5005113|160|TRLU8984938|1|2026-01-07 13:36:06|
3129|6000613|240|8067|56|2026-01-21 16:01:11|
1680|5035200|800|53528|56|2026-01-12 17:12:02|
1680|5035180|800|8865|56|2026-01-19 16:02:02|
1680|5083929|240|EMHU263182|22|2026-01-19 09:16:02|
1680|5083929|240|EMHU301230|22|2026-01-19 09:16:02|
1680|5035180|800|989|56|2026-01-19 16:02:02|
1680|6011250|240|133|60|2026-01-27 17:56:05|
1680|5087442|240|UMXU252011|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU259336|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU897270|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU634370|22|2026-01-19 16:02:02|
1680|5087442|240|UMXU930452|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU936248|22|2026-01-23 11:10:08|
3949|5104862|071|53510|56|2026-01-08 15:39:05|
1680|5083929|240|UMXU251764|22|2026-01-19 09:16:02|
1680|6011241|240|TTGX702602|63|2026-01-16 18:26:13|
1680|5000912|240|UMXU887658|22|2026-01-14 12:06:02|
1680|5000866|240|SNLU139298|22|2026-01-27 17:59:02|
1680|5087442|240|UMXU234400|22|2026-01-23 11:10:08|
1680|5083929|240|MNLU234557|22|2026-01-19 09:16:02|
1680|5083929|240|MNLU234646|22|2026-01-19 09:16:02|
1680|5035180|800|8704|56|2026-01-19 16:02:02|
1680|5001378|270|UMXU932886|63|2026-01-08 18:09:02|
1680|5087442|240|UMXU251043|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU890121|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU636606|22|2026-01-19 16:02:02|
1680|5035180|800|UMXU888884|22|2026-01-19 16:02:02|
1680|5035180|800|5525|56|2026-01-19 16:02:02|
1680|5001377|270|UMXU897559|63|2026-01-08 18:09:01|
3949|5001067|070|UMXU235736|22|2026-01-05 18:07:01|
1680|5000912|240|950289|56|2026-01-14 12:06:02|
3949|5005114|160|HLBU2169360|3|2026-01-08 09:55:01|
1680|5087442|240|UMXU251348|22|2026-01-23 11:10:08|
1680|5035180|800|E81953|56|2026-01-19 16:02:02|
1680|5035180|800|30BB6S|68|2026-01-19 16:02:02|
1680|5083929|240|MNLU234731|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU886675|22|2026-01-19 09:16:02|
1680|5035180|800|E81860|56|2026-01-19 16:02:02|
1680|5000866|240|SNLU142053|22|2026-01-27 17:59:02|
1680|5087442|240|UMXU252848|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU237854|22|2026-01-19 09:16:02|
1680|5000912|240|V53989|56|2026-01-14 12:06:02|
1680|5035180|800|UMXU930998|22|2026-01-19 16:02:02|
1680|5035180|800|537435|56|2026-01-19 16:02:02|
1680|5000912|240|532305|56|2026-01-14 12:06:02|
1680|5000912|240|150779|56|2026-01-14 12:06:02|
1680|5083929|240|UMXU234826|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU636638|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU248578|22|2026-01-23 11:10:08|
1680|5000912|240|11333|56|2026-01-14 12:06:02|
1680|5035180|800|UMXU935684|22|2026-01-19 16:02:02|
1680|5083929|240|UMXU888588|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU890314|22|2026-01-19 09:16:02|
3129|6000613|240|96908MSM|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU637210|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU253794|22|2026-01-23 11:10:08|
1680|5000291|230|268|60|2026-01-07 13:58:03|
1680|5083929|240|UMXU253149|22|2026-01-19 09:16:02|
1680|5035180|800|UMXU939309|22|2026-01-19 16:02:02|
1680|5035180|800|53606|56|2026-01-19 16:02:02|
1680|5001377|270|UMXU256026|63|2026-01-08 18:09:01|
1680|5035180|800|1055|56|2026-01-19 16:02:02|
1680|5035180|800|UMXU255762|22|2026-01-19 16:02:02|
1680|6011239|240|TTGX696406|63|2026-01-15 18:33:17|
1680|5087442|240|UMXU255410|22|2026-01-23 11:10:08|
1680|5087442|240|UMXU932474|22|2026-01-23 11:10:08|
1680|5035180|800|047|56|2026-01-19 16:02:02|
1680|5087442|240|MNLU234719|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU891995|22|2026-01-19 09:16:02|
1680|5035180|800|139|56|2026-01-19 16:02:02|
3129|6000613|240|710740|56|2026-01-21 16:01:11|
3129|6000613|240|669701|56|2026-01-21 16:01:11|
1680|6024605|240|W86587|56|2026-01-14 12:48:04|
1680|5083929|240|UMXU254017|22|2026-01-19 09:16:02|
1680|5035180|800|151453|56|2026-01-19 16:02:02|
1680|5035180|800|535|56|2026-01-19 16:02:02|
3949|5104818|071|531217|56|2026-01-07 14:41:01|
1680|5035180|800|UMXU235419|22|2026-01-19 16:02:02|
1680|5083929|240|UMXU233107|22|2026-01-19 09:16:02|
3949|5001068|070|UMXU636963|22|2026-01-05 19:55:00|
1680|5083929|240|UMXU637174|22|2026-01-19 09:16:02|
1680|5035180|800|853881|56|2026-01-19 16:02:02|
1680|6011230|240|CTTX690214|63|2026-01-12 18:09:08|
1680|5087442|240|MNLU234784|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234864|22|2026-01-23 11:10:08|
3129|6000613|240|72|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU933978|22|2026-01-23 11:10:08|
3129|6000613|240|53067|56|2026-01-21 16:01:11|
1680|5001378|270|UMXU886924|63|2026-01-08 18:09:02|
1680|5083929|240|SNLU133885|22|2026-01-19 09:16:02|
1680|5035180|800|16642|56|2026-01-19 16:02:02|
1680|5035180|800|534106|56|2026-01-19 16:02:02|
1680|5000912|240|532115|56|2026-01-14 12:06:02|
1680|5083929|240|SNLU211393|22|2026-01-19 09:16:02|
3129|6000613|240|5453|56|2026-01-21 16:01:11|
3129|5026337|240|710787|56|2026-01-14 09:03:03|
1680|5087442|240|UMXU246548|22|2026-01-23 11:10:08|
1669|5022895|430|HAMU1595037|3|2026-01-07 10:06:00|
1680|5035180|800|E82519|56|2026-01-19 16:02:02|
1680|5083929|240|UMXU894147|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU934069|22|2026-01-23 11:10:08|
1680|5035180|800|161393|56|2026-01-19 16:02:02|
1680|5000912|240|UMXU937433|22|2026-01-14 12:06:02|
1680|5000912|240|UMXU633600|22|2026-01-14 12:06:02|
1680|5083929|240|UMXU238987|22|2026-01-19 09:16:02|
1680|5000912|240|UMXU235507|22|2026-01-14 12:06:02|
1680|5035180|800|UMXU887811|22|2026-01-19 16:02:02|
1680|5000912|240|531831|56|2026-01-14 12:06:02|
1680|5001377|270|UMXU253380|63|2026-01-08 18:09:01|
1680|5000424|230|D5579|56|2026-01-05 16:21:02|
1680|5083929|240|SNLU144882|22|2026-01-19 09:16:02|
3949|5001068|070|UMXU931387|22|2026-01-05 19:55:00|
1680|5087442|240|UMXU256576|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU886529|22|2026-01-19 09:16:02|
3129|6000613|240|5516|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU936802|22|2026-01-23 11:10:08|
1680|5087442|240|SNLU211393|2|2026-01-23 11:10:08|
3949|5001068|070|UMXU255429|22|2026-01-05 19:55:00|
1680|5000912|240|UMXU931236|22|2026-01-14 12:06:02|
1680|5083929|240|UMXU234471|22|2026-01-19 09:16:02|
1680|5087442|240|UMXU259708|22|2026-01-23 11:10:08|
3949|5104833|071|53285|56|2026-01-08 18:36:00|
1680|5035180|800|UMXU930388|22|2026-01-19 16:02:02|
1680|5001377|270|UMXU936220|63|2026-01-08 18:09:01|
1680|5087442|240|UMXU933878|22|2026-01-23 11:10:08|
1680|5092189|240|770|56|2026-01-09 14:53:02|
1680|5000912|240|UMXU247079|22|2026-01-14 12:06:02|
1680|5083929|240|UMXU246872|22|2026-01-19 09:16:02|
1669|5023108|430|TCLU4922538|3|2026-01-06 10:08:00|
1680|5087442|240|UMXU936698|22|2026-01-23 11:10:08|
3949|5001068|070|EMHU271728|22|2026-01-05 19:55:00|
1680|5087442|240|EMHU641733|22|2026-01-23 11:10:08|
1680|5087442|240|MNLU234570|22|2026-01-23 11:10:08|
1680|5035180|800|IH5371|56|2026-01-19 16:02:02|
1680|6011238|240|TTGX978351|63|2026-01-15 18:33:15|
1680|5087442|240|UMXU246103|22|2026-01-23 11:10:08|
1680|5083929|240|UMXU248176|22|2026-01-19 09:16:02|
1680|5083929|240|SNLU198328|22|2026-01-19 09:16:02|
1680|5083929|240|UMXU237556|22|2026-01-19 09:16:02|
1680|5001377|270|UMXU895613|63|2026-01-08 18:09:01|
1680|5001377|270|UMXU234663|63|2026-01-08 18:09:01|
1680|5083929|240|UMXU236592|22|2026-01-19 09:16:02|
1680|5000912|240|UMXU252312|22|2026-01-14 12:06:02|
1680|5036308|240|P4806|60|2026-01-02 16:20:09|
3129|6000613|240|3080|56|2026-01-21 16:01:11|
1680|5083929|240|UMXU888312|22|2026-01-19 09:16:02|
1680|6024620|240|39|56|2026-01-19 12:43:04|
1680|5083929|240|UMXU897580|22|2026-01-19 09:16:02|
1680|5087442|240|MNLU234702|22|2026-01-23 11:10:08|
3129|6000613|240|51831|56|2026-01-21 16:01:11|
1680|5000912|240|UMXU891715|22|2026-01-14 12:06:02|
1680|5087442|240|UMXU248212|22|2026-01-23 11:10:08|
1680|5036308|240|CF703|60|2026-01-02 16:20:09|
1680|5000912|240|UMXU259536|22|2026-01-14 12:06:02|
3949|5001067|070|UMXU932394|22|2026-01-05 18:07:01|
1680|5000912|240|170279|56|2026-01-14 12:06:02|
1680|5001377|270|UMXU931085|63|2026-01-08 18:09:01|
1680|6011243|240|TTGX975782|63|2026-01-16 18:26:15|
3129|6000613|240|710981|56|2026-01-21 16:01:11|
1680|5087442|240|UMXU634354|22|2026-01-23 11:10:08|
3949|5104849|071|53352|56|2026-01-08 09:19:03|
3129|6000613|240|8286-2|56|2026-01-21 16:01:11|
3129|6000613|240|20554|56|2026-01-21 16:01:11|
