Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1680|5000866|240|85115091|369|3|21|11652|2026-01-27 17:59:02|
1680|5000827|240|85443099|302|6|6|5|2026-01-27 11:36:02|
1669|6900631|430|87081099|410|6|6|1379|2026-01-13 11:45:01|
1680|6011226|240|87043299|3|3|0|114983|2026-01-09 19:07:08|
3949|5060539|071|854442|11|6|6|11574|2026-01-09 16:59:04|
3147|6001012|650|94019999|28|6|0|172|2026-01-16 12:14:01|
3949|6020001|670|87089412|2131|3|0|983|2026-01-13 15:53:00|
3147|6001012|650|85443099|129|3|0|217|2026-01-16 12:14:01|
3147|6001012|650|87082999|15|3|0|64|2026-01-16 12:14:01|
3147|6001012|650|84159002|379|3|0|190|2026-01-16 12:14:01|
3147|6001012|650|39269099|338|6|0|1|2026-01-16 12:14:01|
3949|6020001|670|87089203|2083|3|0|377|2026-01-13 15:53:00|
3147|6001012|650|85469099|300|3|0|332|2026-01-16 12:14:01|
3949|5060539|071|841590|3|6|6|976535|2026-01-09 16:59:04|
3949|6020001|670|90318099|2346|3|0|3231|2026-01-13 15:53:00|
3949|6020001|670|85122099|1292|3|0|202|2026-01-13 15:53:00|
3147|6001388|470|90262099|2|3|0|1380|2026-01-26 16:05:02|
1733|6003771|640|84821099|2|3|0|92364|2026-01-29 17:47:02|
3949|6020001|670|84818099|991|6|0|1348|2026-01-13 15:53:00|
1680|6011235|240|87032499|1|3|0|762301|2026-01-14 18:07:09|
1669|6900631|430|73181599|113|6|6|67|2026-01-13 11:45:01|
3147|6001012|650|74198002|309|6|0|44|2026-01-16 12:14:01|
3949|6020001|670|84133099|2505|3|0|9560|2026-01-13 15:53:00|
3147|6001012|650|85443099|254|6|0|49|2026-01-16 12:14:01|
1680|6011253|240|87032499|3|3|0|273714|2026-01-20 18:30:09|
1680|6024615|240|27101902|2|3|0|7359|2026-01-15 19:51:04|
3147|6001012|650|85443099|130|3|0|87|2026-01-16 12:14:01|
1680|6000837|800|90319099|3|3|0|19642|2026-01-13 12:09:02|
1680|6024615|240|27101902|4|6|0|3934|2026-01-15 19:51:04|
3949|5104840|071|84836099|136|3|21|1041|2026-01-14 15:39:02|
3949|6020001|670|90328999|2366|6|0|168|2026-01-13 15:53:00|
3949|6020001|670|73181599|408|3|0|278|2026-01-13 15:53:00|
1680|5000827|240|87089412|418|3|21|503|2026-01-27 11:36:02|
1680|5000866|240|87082999|527|6|6|10040|2026-01-27 17:59:02|
3949|6020001|670|83023091|584|6|0|190|2026-01-13 15:53:00|
3949|6020001|670|87089412|2155|3|0|375|2026-01-13 15:53:00|
1669|6900631|430|87083099|567|3|21|38790|2026-01-13 11:45:01|
3147|5005609|850|87083009|92|3|21|1479|2026-01-20 14:43:15|
3949|6020001|670|73269099|522|6|0|908|2026-01-13 15:53:00|
3147|6001012|650|87082999|38|6|0|288|2026-01-16 12:14:01|
1680|6024624|240|27101902|2|3|0|7240|2026-01-20 18:31:03|
3376|6001547|240|73269099|34|6|6|6|2026-01-16 10:05:08|
3147|6001012|650|85443099|234|3|0|32|2026-01-16 12:14:01|
3949|6020001|670|87085099|1912|3|0|637|2026-01-13 15:53:00|
3147|6001012|650|90328102|171|3|0|317|2026-01-16 12:14:01|
3949|5104840|071|84821099|124|3|21|24768|2026-01-14 15:39:02|
3949|6020001|670|87082999|1703|6|0|857|2026-01-13 15:53:00|
3949|6020001|670|40169999|288|3|0|331|2026-01-13 15:53:00|
1680|5000827|240|73151106|79|3|21|120|2026-01-27 11:36:02|
1680|5000866|240|96200099|731|3|21|25|2026-01-27 17:59:02|
3949|6020001|670|84818099|1003|6|0|124|2026-01-13 15:53:00|
3949|6020001|670|85114004|1239|3|0|792|2026-01-13 15:53:00|
1669|6900631|430|83021002|164|3|21|1290|2026-01-13 11:45:01|
1680|6011239|240|87032499|2|3|0|509533|2026-01-15 18:33:17|
3949|6020001|670|87082999|1743|3|0|1059|2026-01-13 15:53:00|
3147|6001012|650|87083099|182|3|0|3|2026-01-16 12:14:01|
1669|6001581|810|73262006|4|3|0|736776|2026-01-17 10:48:00|
3147|6001012|650|94019999|30|3|0|138|2026-01-16 12:14:01|
3147|6001012|650|87082908|1|3|0|4|2026-01-16 12:14:01|
3949|6020001|670|39235001|39|3|0|214|2026-01-13 15:53:00|
3147|6001012|650|39263002|93|3|0|190|2026-01-16 12:14:01|
1669|6900631|430|73181599|120|3|21|24|2026-01-13 11:45:01|
3949|6020001|670|87089199|2071|3|0|1085|2026-01-13 15:53:00|
1669|6900631|430|40169304|74|3|21|390|2026-01-13 11:45:01|
3147|5038481|470|70071199|27|3|21|158|2026-01-29 19:09:00|
3147|5038781|470|87082999|10|3|21|152|2026-01-29 22:00:01|
3949|6020001|670|40093205|168|3|0|1632|2026-01-13 15:53:00|
3949|6020001|670|85371099|2618|3|0|2247|2026-01-13 15:53:00|
1669|6900631|430|40093205|48|3|21|511|2026-01-13 11:45:01|
3147|6001012|650|40169999|368|3|0|6|2026-01-16 12:14:01|
3949|6020001|670|85443099|1551|3|0|62819|2026-01-13 15:53:00|
3147|6001012|650|87083011|190|3|0|23|2026-01-16 12:14:01|
3147|5005608|850|49089099|14|6|6|414|2026-01-20 14:03:06|
3147|6001295|470|39199099|3|3|0|155|2026-01-21 11:53:01|
3147|6001012|650|73181599|494|3|0|14|2026-01-16 12:14:01|
3949|6020001|670|85129007|1321|3|0|122|2026-01-13 15:53:00|
3147|5005608|850|70091099|15|6|6|588|2026-01-20 14:03:06|
1669|6900631|430|39263002|16|3|21|179|2026-01-13 11:45:01|
3949|6020001|670|87083010|1779|3|0|66|2026-01-13 15:53:00|
3949|6020001|670|39269099|120|3|0|49|2026-01-13 15:53:00|
1680|5000827|240|83023091|106|3|21|153|2026-01-27 11:36:02|
3147|5038481|470|87082999|8|6|6|2421|2026-01-29 19:09:00|
3949|6020001|670|84099199|657|3|0|2896|2026-01-13 15:53:00|
3949|6020001|670|87089999|2215|3|0|81|2026-01-13 15:53:00|
1669|6900631|430|87088007|675|3|21|12895|2026-01-13 11:45:01|
3147|6001012|650|85182999|285|3|0|16|2026-01-16 12:14:01|
1680|6024606|240|27101902|4|3|0|28076|2026-01-14 20:36:01|
1680|6002489|800|84799018|7|3|0|14865|2026-01-16 16:43:01|
3147|5005609|850|84145999|27|6|6|937|2026-01-20 14:43:15|
3147|5005608|850|85437099|42|3|21|253|2026-01-20 14:03:06|
1680|6024619|240|27101902|1|6|0|26345|2026-01-15 19:52:02|
1680|5092189|240|84149010|8|3|21|1154|2026-01-09 14:53:02|
3376|6001547|240|73269099|3|6|6|6|2026-01-16 10:05:08|
1669|6900631|430|87089199|691|3|21|380|2026-01-13 11:45:01|
1680|5031295|800|85371099|3|3|21|625508|2026-01-09 15:43:02|
1669|6900631|430|39269099|34|3|21|333|2026-01-13 11:45:01|
1680|5000827|240|84133003|134|6|6|74|2026-01-27 11:36:02|
1680|5000866|240|84133099|225|3|21|927|2026-01-27 17:59:02|
3949|6020001|670|84835003|1099|3|0|2557|2026-01-13 15:53:00|
3949|6020001|670|87089999|2247|3|0|140|2026-01-13 15:53:00|
3949|5104877|071|902620|4|6|6|125491|2026-01-09 15:40:01|
3147|5005609|850|87082201|65|3|21|3427|2026-01-20 14:43:15|
3949|6020001|670|87085099|2684|3|0|5495|2026-01-13 15:53:00|
3147|6001012|650|87083099|198|3|0|9|2026-01-16 12:14:01|
3147|6001012|650|94019999|22|6|0|123|2026-01-16 12:14:01|
3147|5005608|850|84099999|27|6|6|258|2026-01-20 14:03:06|
3147|6001012|650|87084099|62|3|0|75|2026-01-16 12:14:01|
3949|6020001|670|87089502|2178|3|0|1657|2026-01-13 15:53:00|
3147|5005609|850|87082201|64|3|21|487|2026-01-20 14:43:15|
1669|6900631|430|90268091|793|3|21|167|2026-01-13 11:45:01|
3949|6020001|670|40169304|2430|3|0|5000|2026-01-13 15:53:00|
3147|5037949|470|84669499|5|3|21|863|2026-01-09 16:27:03|
1680|5000827|240|40093106|43|3|21|80|2026-01-27 11:36:02|
1680|5000866|240|90262099|707|3|21|3984|2026-01-27 17:59:02|
3949|6020001|670|83012002|537|3|0|3235|2026-01-13 15:53:00|
3949|6020001|670|87089502|2718|3|0|155|2026-01-13 15:53:00|
3949|6020001|670|87085099|1926|3|0|493|2026-01-13 15:53:00|
3147|5005609|850|87088004|105|6|6|122|2026-01-20 14:43:15|
1680|6002460|800|76069299|1|3|0|1953808|2026-01-14 13:24:05|
3147|6001012|650|85182999|284|3|0|16|2026-01-16 12:14:01|
3147|5005608|850|85442099|43|3|21|25|2026-01-20 14:03:06|
1680|6002485|800|76061299|1|3|0|990962|2026-01-16 15:26:02|
3147|6001012|650|85444299|312|3|0|266|2026-01-16 12:14:01|
3949|6020001|670|84213999|901|3|0|344|2026-01-13 15:53:00|
3376|6001547|240|73269099|32|6|6|6|2026-01-16 10:05:08|
1669|6900631|430|87089999|735|3|21|215|2026-01-13 11:45:01|
3949|6020001|670|87084002|1843|3|0|10824|2026-01-13 15:53:00|
1669|6900631|430|39263002|14|3|21|28|2026-01-13 11:45:01|
1680|5000866|240|87089305|643|3|21|7965|2026-01-27 17:59:02|
1680|5031252|800|85261099|1|3|21|306381|2026-01-28 12:58:01|
1669|6900631|430|87084099|611|6|6|23|2026-01-13 11:45:01|
3949|6020001|670|57032999|321|6|0|98|2026-01-13 15:53:00|
3949|5104840|071|83013001|57|6|6|537|2026-01-14 15:39:02|
3147|6001012|650|85366902|108|6|0|3|2026-01-16 12:14:01|
3949|6020001|670|39263002|51|3|0|18|2026-01-13 15:53:00|
3147|6001012|650|87082999|332|6|0|14|2026-01-16 12:14:01|
1680|6011239|240|87043299|4|3|0|115011|2026-01-15 18:33:17|
3147|6001012|650|87087099|87|3|0|6323|2026-01-16 12:14:01|
3147|6001012|650|85122099|4|3|0|7|2026-01-16 12:14:01|
3949|6020001|670|39263002|79|6|0|2171|2026-01-13 15:53:00|
3147|5005609|850|84213201|32|3|21|3467|2026-01-20 14:43:15|
1680|6024607|240|27101902|3|6|0|6595|2026-01-14 13:46:04|
3949|6020001|670|85119006|1261|3|0|236|2026-01-13 15:53:00|
3949|6020001|670|87089305|2087|3|0|872|2026-01-13 15:53:00|
1680|5000827|240|85059091|215|3|21|328|2026-01-27 11:36:02|
3147|5038653|470|87082999|29|6|6|15|2026-01-29 22:06:01|
1680|5092190|240|68042102|3|3|21|11471|2026-01-09 12:43:04|
3949|6020001|670|85122099|1293|6|0|37|2026-01-13 15:53:00|
3147|6001013|650|83023091|1|3|0|211|2026-01-13 10:26:01|
1680|6024608|240|27101902|2|6|0|13371|2026-01-14 18:42:03|
3949|6020001|670|83023091|598|3|0|5|2026-01-13 15:53:00|
3147|6001012|650|39269099|16|6|0|3|2026-01-16 12:14:01|
3147|5005609|850|87089999|119|3|21|760|2026-01-20 14:43:15|
3147|6001012|650|87082999|298|6|0|69|2026-01-16 12:14:01|
3147|6001012|650|85443099|132|6|0|98|2026-01-16 12:14:01|
3949|6020001|670|87084099|1893|6|0|14|2026-01-13 15:53:00|
1680|6024620|240|27101902|3|6|0|10221|2026-01-19 12:43:04|
3949|6020001|670|87081099|1582|3|0|1233|2026-01-13 15:53:00|
3949|6020001|670|85291009|1373|3|0|13|2026-01-13 15:53:00|
3949|6020001|670|73071999|368|3|0|80|2026-01-13 15:53:00|
1680|5000827|240|32141001|1|3|21|30930|2026-01-27 11:36:02|
3147|5005612|850|87088007|34|3|21|127|2026-01-26 19:52:11|
3949|6020001|670|70072199|336|3|0|343|2026-01-13 15:53:00|
3949|6020001|670|90261007|2738|3|0|28|2026-01-13 15:53:00|
1680|6024605|240|27101902|1|6|0|10934|2026-01-14 12:48:04|
3147|6001012|650|39269099|29|6|0|1|2026-01-16 12:14:01|
1669|6900631|430|87088007|674|6|6|426|2026-01-13 11:45:01|
3147|6001012|650|85443099|133|3|0|435|2026-01-16 12:14:01|
3147|6001012|650|85443099|140|6|0|295|2026-01-16 12:14:01|
3147|6001012|650|94019999|20|6|0|123|2026-01-16 12:14:01|
3147|6001012|650|87082999|17|3|0|13|2026-01-16 12:14:01|
3949|6020001|670|87084099|1891|3|0|1945|2026-01-13 15:53:00|
1680|6024619|240|27101902|1|3|0|145754|2026-01-15 19:52:02|
3949|5060540|071|853890|7|6|6|1755|2026-01-09 16:59:03|
1669|6900631|430|87088007|672|6|6|455|2026-01-13 11:45:01|
3949|6020001|670|63079099|324|3|0|779|2026-01-13 15:53:00|
3147|5038653|470|87082999|66|6|6|81|2026-01-29 22:06:01|
3147|5005611|850|85443099|57|3|21|183|2026-01-27 23:24:03|
3949|6020001|670|40169999|308|3|0|129|2026-01-13 15:53:00|
1669|6900631|430|87083004|552|3|21|1021|2026-01-13 11:45:01|
3949|5060540|071|902620|12|6|6|83441|2026-01-09 16:59:03|
3147|6001012|650|84099199|149|3|0|32|2026-01-16 12:14:01|
3949|5104841|071|96082001|86|3|21|5897|2026-01-09 13:40:01|
3147|6001012|650|85013103|474|3|0|79|2026-01-16 12:14:01|
1869|6000036|180|72255091|7|3|21|512081|2026-01-21 16:06:00|
1869|6000036|180|72104999|3|6|6|7882238|2026-01-21 16:06:00|
3147|6001012|650|39269099|470|6|0|12|2026-01-16 12:14:01|
3949|6020001|670|70099199|365|6|0|43|2026-01-13 15:53:00|
1680|6011247|240|87032499|2|3|0|742303|2026-01-19 16:27:06|
3949|5104841|071|90319099|83|3|21|1466|2026-01-09 13:40:01|
1669|6900631|430|87084002|580|3|21|30247|2026-01-13 11:45:01|
3949|6020001|670|40169304|256|3|0|4|2026-01-13 15:53:00|
3147|5038653|470|73269099|133|6|6|72|2026-01-29 22:06:01|
3147|5038481|470|87082999|4|6|6|845|2026-01-29 19:09:00|
3949|6020001|670|73181599|397|6|0|14|2026-01-13 15:53:00|
1669|6900631|430|87084099|612|3|21|1510|2026-01-13 11:45:01|
1680|6024601|240|27101902|3|3|0|40985|2026-01-13 14:57:04|
3147|6001012|650|84149010|152|3|0|39|2026-01-16 12:14:01|
1680|6011229|240|87032499|1|3|0|893216|2026-01-09 19:07:12|
3147|6001012|650|87089999|158|3|0|38|2026-01-16 12:14:01|
3147|6001012|650|85443099|255|3|0|12|2026-01-16 12:14:01|
1680|6002462|800|76069299|1|3|0|1607312|2026-01-14 13:26:02|
3147|6001012|650|39269099|446|3|0|2|2026-01-16 12:14:01|
3949|5104841|071|85444299|75|3|21|1624|2026-01-09 13:40:01|
1680|6024623|240|27101902|1|6|0|24611|2026-01-20 10:51:07|
3949|5104840|071|84158299|75|3|21|14776|2026-01-14 15:39:02|
3949|6020001|670|85113005|1229|3|0|41|2026-01-13 15:53:00|
3949|6020001|670|73181606|437|6|0|11468|2026-01-13 15:53:00|
3147|5005610|850|94019999|92|3|21|245|2026-01-26 19:51:12|
1680|5000866|240|87089199|630|6|6|1129|2026-01-27 17:59:02|
3949|6020001|670|73182403|457|6|0|31|2026-01-13 15:53:00|
3949|6020001|670|87089199|2069|6|0|19|2026-01-13 15:53:00|
1669|6900631|430|40169304|70|3|21|113|2026-01-13 11:45:01|
3147|6001014|650|85115091|10|3|0|1650|2026-01-20 11:43:01|
3949|6020001|670|84099199|693|3|0|60|2026-01-13 15:53:00|
3147|6001012|650|87082999|430|6|0|34|2026-01-16 12:14:01|
1680|6024150|240|29051999|1|3|0|28491|2026-01-15 15:45:11|
3376|6001547|240|73269099|2|6|6|6|2026-01-16 10:05:08|
1680|5031271|800|87085099|2|3|21|1613376|2026-01-19 08:45:01|
3949|6020001|670|84213199|883|3|0|119|2026-01-13 15:53:00|
1869|6000036|180|72259201|8|3|21|1022014|2026-01-21 16:06:00|
1669|6900631|430|40103502|58|3|21|4344|2026-01-13 11:45:01|
3949|6020001|670|84141006|820|3|0|91|2026-01-13 15:53:00|
3949|6020001|670|85269299|1369|3|0|6324|2026-01-13 15:53:00|
3147|5005611|850|73181606|18|6|6|155|2026-01-27 23:24:03|
3147|5038481|470|84839003|37|3|21|65|2026-01-29 19:09:00|
3949|6020001|670|85365099|1417|3|0|2275|2026-01-13 15:53:00|
3949|6020001|670|87082999|1721|3|0|212|2026-01-13 15:53:00|
1669|6900631|430|39263002|14|6|6|23|2026-01-13 11:45:01|
1669|6900410|510|87034099|2|3|0|32749527|2026-01-15 15:58:03|
1680|6002885|240|84213999|5|3|21|8814|2026-01-14 17:45:08|
3147|6001012|650|39269099|26|3|0|2|2026-01-16 12:14:01|
3147|6001012|650|87089999|407|3|0|47|2026-01-16 12:14:01|
3147|6001012|650|90329002|419|3|0|38|2026-01-16 12:14:01|
3147|6001012|650|39269099|5|6|0|3|2026-01-16 12:14:01|
1669|6900631|430|87082999|504|6|6|90|2026-01-13 11:45:01|
3147|6001014|650|85122099|42|3|0|18|2026-01-20 11:43:01|
1669|6900631|430|87083099|575|3|21|4890|2026-01-13 11:45:01|
1669|6900631|430|87082999|486|6|6|446|2026-01-13 11:45:01|
3949|6020001|670|85371099|1453|3|0|67|2026-01-13 15:53:00|
3147|5038481|470|85371004|7|3|21|56|2026-01-29 19:09:00|
3147|5038653|470|87082999|12|6|6|200|2026-01-29 22:06:01|
3147|5005570|850|87082999|120|6|6|14|2026-01-09 23:47:03|
3949|6020001|670|84195099|864|3|0|10827|2026-01-13 15:53:00|
1669|6900631|430|87082999|543|3|21|564|2026-01-13 11:45:01|
3147|6001012|650|84159002|391|3|0|63|2026-01-16 12:14:01|
1669|6900631|430|40169999|80|3|21|31|2026-01-13 11:45:01|
3147|6001012|650|39269099|348|3|0|7|2026-01-16 12:14:01|
1669|6007883|430|87043199|2|3|0|14811966|2026-01-19 14:05:01|
3376|6001547|240|73269099|24|6|6|6|2026-01-16 10:05:08|
3147|6001012|650|94019999|36|6|0|25|2026-01-16 12:14:01|
3949|6020001|670|83023091|2481|3|0|11220|2026-01-13 15:53:00|
3147|6001012|650|85443099|136|3|0|237|2026-01-16 12:14:01|
1669|6900631|430|87082201|433|6|6|2419|2026-01-13 11:45:01|
3949|6020001|670|84143001|828|3|0|2625|2026-01-13 15:53:00|
3949|6020001|670|39269099|133|3|0|27|2026-01-13 15:53:00|
3147|5038653|470|87082999|84|3|21|44|2026-01-29 22:06:01|
3147|5038653|470|87088007|195|6|6|97|2026-01-29 22:06:01|
3147|5005570|850|87082999|53|6|6|151|2026-01-09 23:47:03|
3949|6020001|670|87089199|2077|3|0|3818|2026-01-13 15:53:00|
1669|6900631|430|84133099|205|3|21|12202|2026-01-13 11:45:01|
3147|6001012|650|87082904|9|3|0|127|2026-01-16 12:14:01|
1669|6900631|430|85129007|335|3|21|21|2026-01-13 11:45:01|
3147|6001012|650|87084099|64|6|0|69|2026-01-16 12:14:01|
3147|6001012|650|85444299|310|6|0|79|2026-01-16 12:14:01|
3147|6001012|650|85182999|287|3|0|16|2026-01-16 12:14:01|
1680|6024616|240|27101902|1|6|0|16833|2026-01-16 16:34:11|
3949|6020001|670|84835003|1101|3|0|612|2026-01-13 15:53:00|
1680|6011248|240|87032499|2|3|0|987528|2026-01-17 12:44:03|
1669|6900631|430|87081099|417|3|21|512|2026-01-13 11:45:01|
3949|6020001|670|85113005|1233|3|0|58|2026-01-13 15:53:00|
3949|5104842|071|73181599|8|3|21|1746|2026-01-13 15:07:01|
3147|5005611|850|90328999|109|3|21|1525|2026-01-27 23:24:03|
3147|5038481|470|85122099|21|6|6|137|2026-01-29 19:09:00|
1669|6900631|430|84212301|231|6|6|3|2026-01-13 11:45:01|
3949|6020001|670|84133099|776|3|0|230|2026-01-13 15:53:00|
1669|6900631|430|87081099|405|3|21|1537|2026-01-13 11:45:01|
3147|6001012|650|39269099|347|6|0|3|2026-01-16 12:14:01|
1669|6900631|430|87082999|499|6|6|1194|2026-01-13 11:45:01|
3147|6001012|650|87084099|69|6|0|148|2026-01-16 12:14:01|
3147|6001012|650|87082999|12|6|0|7|2026-01-16 12:14:01|
3147|6001012|650|83023091|431|6|0|25|2026-01-16 12:14:01|
3147|6001012|650|84136099|458|3|0|20|2026-01-16 12:14:01|
3949|6020001|670|85444299|1561|3|0|382|2026-01-13 15:53:00|
3147|5005609|850|87085099|100|3|21|704|2026-01-20 14:43:15|
1669|6900631|430|85443099|385|3|21|2054|2026-01-13 11:45:01|
3949|6020001|670|85041001|1205|3|0|201|2026-01-13 15:53:00|
3949|6020001|670|40169304|253|3|0|508|2026-01-13 15:53:00|
3147|5038481|470|84212301|40|3|21|1038|2026-01-29 19:09:00|
3147|5038481|470|70071199|25|6|6|255|2026-01-29 19:09:00|
3949|6020001|670|40169999|281|3|0|41|2026-01-13 15:53:00|
3949|6020001|670|87082904|1625|3|0|563|2026-01-13 15:53:00|
1669|6900631|430|87089999|775|3|21|2034|2026-01-13 11:45:01|
3147|6001012|650|87084099|65|6|0|30|2026-01-16 12:14:01|
3949|6020001|670|84099199|682|3|0|124|2026-01-13 15:53:00|
3147|6001012|650|87089999|176|3|0|47|2026-01-16 12:14:01|
3147|6001012|650|83012002|443|3|0|84|2026-01-16 12:14:01|
3147|6001012|650|87082999|424|3|0|128|2026-01-16 12:14:01|
3147|6001012|650|85443099|236|6|0|64|2026-01-16 12:14:01|
1669|6900631|430|85122099|323|3|21|14925|2026-01-13 11:45:01|
1680|5031271|800|87085099|1|6|6|825396|2026-01-19 08:45:01|
1669|6900631|430|85437099|373|3|21|2079|2026-01-13 11:45:01|
3949|6020001|670|87082901|1605|3|0|237|2026-01-13 15:53:00|
1669|6900631|430|85052001|303|3|21|2142|2026-01-13 11:45:01|
3147|5038481|470|87081099|11|6|6|76|2026-01-29 19:09:00|
3147|5005611|850|85443099|59|6|6|118|2026-01-27 23:24:03|
1669|6900631|430|85122099|323|6|6|4408|2026-01-13 11:45:01|
3949|6020001|670|84099105|2486|3|0|1296|2026-01-13 15:53:00|
3147|5005570|850|87082999|55|3|21|70|2026-01-09 23:47:03|
3147|6001012|650|85443099|253|6|0|49|2026-01-16 12:14:01|
3949|6020001|670|84099903|700|3|0|1015|2026-01-13 15:53:00|
3147|6001012|650|85291009|264|3|0|63|2026-01-16 12:14:01|
3147|6001012|650|87082999|343|6|0|7|2026-01-16 12:14:01|
1680|6011249|240|87045199|3|3|0|654872|2026-01-19 16:27:06|
3147|6001012|650|40169304|40|3|0|20|2026-01-16 12:14:01|
1669|5003140|510|87082999|294|3|21|1428|2026-01-13 17:37:00|
3147|6001012|650|39269099|32|3|0|2|2026-01-16 12:14:01|
3147|5005570|850|87089203|91|3|21|1588|2026-01-09 23:47:03|
3949|6020001|670|84148099|852|3|0|267|2026-01-13 15:53:00|
1669|6900631|430|85389001|363|3|21|303|2026-01-13 11:45:01|
1733|6002732|640|73181504|7|3|0|30|2026-01-28 17:50:03|
1680|5000827|240|87082999|338|6|6|3897|2026-01-27 11:36:02|
1680|5031297|800|90258099|2|3|21|25210|2026-01-09 15:43:03|
3949|6020001|670|85258999|2604|3|0|23113|2026-01-13 15:53:00|
1669|6900631|430|85371099|361|3|21|1519|2026-01-13 11:45:01|
3147|5005609|850|85122002|40|3|21|309|2026-01-20 14:43:15|
1669|5003140|510|87082999|270|3|21|147|2026-01-13 17:37:00|
1680|6024616|240|27101902|2|3|0|82098|2026-01-16 16:34:11|
3147|6001012|650|74198002|299|6|0|795|2026-01-16 12:14:01|
3147|6001012|650|90275091|167|3|0|1123|2026-01-16 12:14:01|
3147|6001012|650|87088009|212|3|0|24|2026-01-16 12:14:01|
1669|6900631|430|85052001|303|6|6|633|2026-01-13 11:45:01|
3147|6001012|650|85371099|268|3|0|127|2026-01-16 12:14:01|
1669|6900631|430|85129007|333|3|21|16|2026-01-13 11:45:01|
3949|6020001|670|87089412|2137|3|0|740|2026-01-13 15:53:00|
1669|6900631|430|87082999|499|3|21|741|2026-01-13 11:45:01|
3147|5038653|470|84082001|124|3|21|6814|2026-01-29 22:06:01|
1680|5000827|240|87088005|388|3|21|1391|2026-01-27 11:36:02|
1669|6900631|430|39263002|12|3|21|860|2026-01-13 11:45:01|
3949|6020001|670|87083004|1761|3|0|6337|2026-01-13 15:53:00|
3147|5005570|850|87089412|67|3|21|240|2026-01-09 23:47:03|
3147|6001012|650|40169999|217|3|0|9|2026-01-16 12:14:01|
1669|6900631|430|87089199|682|6|6|1005|2026-01-13 11:45:01|
3147|6001012|650|85443099|252|3|0|79|2026-01-16 12:14:01|
3147|6001012|650|84159002|382|3|0|142|2026-01-16 12:14:01|
3147|6001012|650|87082999|11|3|0|21|2026-01-16 12:14:01|
3147|6001012|650|87089999|410|3|0|25|2026-01-16 12:14:01|
3949|6020001|670|87084099|1892|6|0|7182|2026-01-13 15:53:00|
3147|6001014|650|85269199|65|3|0|2244|2026-01-20 11:43:01|
1669|5003140|510|39263002|7|3|21|28|2026-01-13 17:37:00|
3949|6020001|670|84159002|856|3|0|177|2026-01-13 15:53:00|
3147|5005570|850|87081099|105|3|21|488|2026-01-09 23:47:03|
1680|5000827|240|85443099|298|3|21|330|2026-01-27 11:36:02|
3147|5038481|470|84137007|61|3|21|13|2026-01-29 19:09:00|
3949|6020001|670|42029204|309|6|0|2643|2026-01-13 15:53:00|
3949|6020001|670|87088012|2057|3|0|29|2026-01-13 15:53:00|
3147|5005570|850|73181599|99|3|21|8|2026-01-09 23:47:03|
3147|6001012|650|73181599|233|3|0|64|2026-01-16 12:14:01|
3949|6020001|670|87085099|1919|6|0|6824|2026-01-13 15:53:00|
1669|6001581|810|73262006|1|3|0|625686|2026-01-17 10:48:00|
3376|6001547|240|73269099|37|6|6|6|2026-01-16 10:05:08|
1680|6011242|240|87043299|4|3|0|301234|2026-01-16 18:26:14|
1680|6024615|240|27101902|2|6|0|1330|2026-01-15 19:51:04|
3949|6020001|670|84099999|712|3|0|300|2026-01-13 15:53:00|
3147|6001012|650|87083099|195|3|0|32|2026-01-16 12:14:01|
3949|6020001|670|87084099|1874|6|0|44|2026-01-13 15:53:00|
3949|6020001|670|87082999|1689|3|0|1163|2026-01-13 15:53:00|
