Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3949|5060521|070|2025-12-06|COVE257V2KHB3|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-07 14:11:01|
3949|5060522|071|2025-12-18|COVE257VQLHM2|FOB|USD|184730.80|184730.80|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005476|230|2025-12-16|COVE257VL8KL6|FCA|USD|243064.04|243064.04|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005482|230|2025-12-01|COVE257UPCKH6|FOB|USD|146994.34|146994.34|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-12|COVE257VEF044|FOB|USD|217292.20|217292.20|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|6000844|800||COVE257UQ1SE3|DAP| ||| | |873972693|CLIFFS STEEL INC.||||||2026-01-21 15:46:01|
1680|5005476|230|2025-12-12|COVE257VGEXZ6|FCA|USD|356950.11|356950.11|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5070742|240|2025-12-09|COVE257V65FO6|FOB|USD|415566.51|415566.51|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 17:17:04|
1680|5005478|230|2025-12-09|COVE257V82WD2|FCA|USD|237146.66|237146.66|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-15|COVE257VHY034|FOB|USD|127340.57|127340.57|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005484|230|2025-12-18|COVE257VPFXJ6|FOB|USD|256051.29|256051.29|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
3949|5060547|071|2025-12-23|COVE257VZK596|FCA|USD|10.00|10.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 19:55:02|
3147|6001014|650||COVE257TBZ311|FCA| ||| | |381990845|SUMMIT POLYMERS INC.||||||2026-01-20 11:43:01|
1680|5005483|230|2025-12-02|COVE257URR1I2|FOB|USD|214600.41|214600.41|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005476|230|2025-12-08|COVE257V3U8F6|FCA|USD|78454.32|78454.32|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
1680|5005482|230|2025-12-26|COVE257W1PBH4|FOB|USD|173595.35|173595.35|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-06|COVE257V2L916|FOB|USD|151730.47|151730.47|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-08|COVE257V3DFQ2|FOB|USD|220880.82|220880.82|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-05|COVE257V05384|FOB|USD|130701.00|130701.00|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-24|COVE257W0GSA1|FOB|USD|148047.19|148047.19|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005478|230|2025-12-08|COVE257V3LJ84|FCA|CAD|37048.34|51649.72|CAN| |103558136RT0001|AUTONEUM CANADA  LTD|1295 CLARKE RD.||S/N|N5V 3B4|LONDON|2026-01-07 12:19:01|
1680|6002485|800||COVE257KSX0O6|DDP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 15:26:02|
3949|5060546|071|2025-12-22|COVE257VVYFQ5|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005484|230|2025-12-03|COVE257UUF335|FOB|USD|256996.07|256996.07|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|5005482|230|2025-12-22|COVE257VVHK05|FOB|USD|149100.04|149100.04|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-14|COVE257VGYSX7|FOB|USD|124219.39|124219.39|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-03|COVE257UUCD14|FOB|USD|212772.96|212772.96|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5070744|240|2025-12-04|COVE257UXVV66|FCA|USD|39227.20|39227.20|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 15:04:04|
1733|6002677|640||COVE267X1RQW8|FCA| ||| | |60.586.450/0001-3|B.GROB DO BRASIL S.A. INDUSTRIA E COMERCIO DE MAQUINAS OPERATRIZES E FERRAMENTAS||||||2026-01-28 18:13:05|
1680|5005482|230|2025-12-08|COVE257V3G582|FOB|USD|185984.58|185984.58|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060523|071|2025-12-15|COVE257VHKS07|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-15|COVE257VHY1C5|FOB|USD|131491.75|131491.75|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-14|COVE257VHEAE2|FOB|USD|208167.54|208167.54|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-16|COVE257VK9F65|FOB|USD|188090.28|188090.28|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-26|COVE257W1PF76|FOB|USD|139687.51|139687.51|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060523|071|2025-11-30|COVE257UOXE04|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-24|COVE257W0GQO5|FOB|USD|190984.77|190984.77|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|6002470|800||COVE257DBI8M8|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-20 15:49:02|
3949|5060521|070|2025-12-05|COVE257V02ZM6|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-07 14:11:01|
1680|5005483|230|2025-12-13|COVE257VGU9K1|FOB|USD|211720.07|211720.07|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-20|COVE257VUM866|FOB|USD|148835.98|148835.98|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060535|070|2025-12-24|COVE257W0ZRI7|FCA|USD|139988.33|139988.33|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 17:11:05|
1680|5005483|230|2025-12-16|COVE257VK1WB8|FOB|USD|209153.75|209153.75|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005484|230|2025-12-05|COVE257UZMZZ1|FOB|USD|264206.64|264206.64|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
3949|6000022|670||COVE267XHNB44|DAP| ||| | |38-0549190|FORD MOTOR COMPANY||||||2026-01-28 11:40:01|
1680|5005482|230|2025-12-04|COVE257UXD1Z3|FOB|USD|190984.77|190984.77|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5004809|160|2025-12-15|COVE257VHQC93|FCA|EUR|8316.39|7168.07|CZE| |CZ27775763|MULTIMODAL LOGISTICS CENTER|GEN.FAJTLA 372||S/N|742 51|MOSNOV|2026-01-08 12:55:04|
1680|5005482|230|2025-12-12|COVE257VEZRR6|FOB|USD|147150.33|147150.33|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-19|COVE257VRZDA6|FOB|USD|217879.61|217879.61|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005483|230|2025-12-25|COVE257W1CLQ1|FOB|USD|231106.88|231106.88|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-09|COVE257V6LCV2|FOB|USD|185984.58|185984.58|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005478|230|2025-12-20|COVE257VUTV43|FCA|USD|18806.31|18806.31|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-07 12:19:01|
1680|5005482|230|2025-12-04|COVE257UXD2M7|FOB|USD|195347.75|195347.75|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|6000849|800||COVE257VDEKK7|DAP| ||| | |13-5459780|UNITED STATES STEEL INTERNATIONAL, INC||||||2026-01-16 17:01:00|
1669|5000227|810|2025-12-06|COVE257V2TO48|FCA|USD|78448.00|78448.00|BRA| |84683374000300|TUPY SA|RUA ALBANO SCHMIDT  3400||S/N|89227-901|JOINVILLE|2026-01-08 15:41:02|
1680|5005482|230|2025-12-08|COVE257V3G4N6|FOB|USD|194799.00|194799.00|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-22|COVE257VVGT06|FOB|USD|195527.75|195527.75|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-05|COVE257V051C6|FOB|USD|148047.19|148047.19|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005484|230|2025-12-06|COVE257V2CI06|FOB|USD|220380.77|220380.77|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
3949|5060523|071|2025-11-29|COVE257UOFM62|FOB|USD|1.00|1.00|MEX| |62-0992444|MAHLE ENGINE COMPONENTS USA  INC.|1 MAHLE DR/PO BOX 748||S/N|378150748|MORRISTOWN|2026-01-08 12:49:05|
1680|6002483|800||COVE257HBSFN5|DAP| ||| | |41-2098321|NOVELIS CORPORATION||||||2026-01-16 10:01:00|
1680|5005482|230|2025-12-20|COVE257VUM8Y8|FOB|USD|133100.87|133100.87|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-17|COVE257VNABK6|FOB|USD|192195.16|192195.16|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-18|COVE257VPXW93|FOB|USD|146994.34|146994.34|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005484|230|2025-12-23|COVE257VXFCC2|FOB|USD|256576.02|256576.02|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:00|
1680|5005481|230|2025-12-06|COVE257V34JG2|FOB|USD|1.00|1.00|MEX| |814117957|GT INDUSTRIES INC|3765 N STATE HIGHWAY 3||S/N|47265|NORTH VERNON|2026-01-06 13:16:01|
1680|5005482|230|2025-12-01|COVE257UPCH66|FOB|USD|194564.01|194564.01|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5060522|071|2025-12-13|COVE257VGWXM2|FOB|USD|200995.48|200995.48|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-02 19:00:00|
1680|5005483|230|2025-12-16|COVE257VK1W87|FOB|USD|212694.72|212694.72|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5000089|270|2025-12-12|COVE257VE4WQ6|FOB|USD|4.00|4.00|MEX| |38-3388409|AUMOVIO SYSTEMS  INC.|1103 JAMESTOWN RD||S/N|286559285|MORGANTON|2026-01-07 18:22:12|
3949|5060536|070|2025-12-02|COVE257USOIW6|FCA|USD|38199.80|38199.80|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 11:37:02|
1680|5005482|230|2025-12-14|COVE257VGYSH8|FOB|USD|150152.89|150152.89|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
3949|5004815|160|2025-12-02|COVE257US68F1|DAP|CNY|85872.53|607517.04|CHN| |91320583071078833|PGI AUTO COMPONENTS KUNSHAN CO LTD|99 TANGJING ROAD DIANSHAN LAKE TOWN, JIANGSU PROVIDENCE||S/N|215345|KUNSHAN|2026-01-08 11:59:06|
1680|5005482|230|2025-12-03|COVE257UV62J6|FOB|USD|193173.39|193173.39|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1733|5000319|640|2025-12-09|COVE257V62O54|FCA|USD|18370.07|18370.07|USA| |362903176|ROBERT BOSCH LLC|11970 PELLICANO DRIVE||S/N|799367288|EL PASO|2026-01-08 14:13:01|
3147|5000017|521|2025-12-22|COVE257VVUPW7|EXW|USD|7.32|7.32|MEX| |380549190|ITW DELTAR BODY & INTERIOR|22501 S BOHLMANN PKWY||S/N|604711200|RICHTON PARK|2026-01-08 17:48:00|
1680|5005525|230|2025-12-19|COVE257VTY9K1|FCA|USD|242924.30|242924.30|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005483|230|2025-12-23|COVE257VXG3I2|FOB|USD|253417.47|253417.47|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060546|071|2025-12-23|COVE257VZG6Z5|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005483|230|2025-12-16|COVE257VK1VQ8|FOB|USD|253681.53|253681.53|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-09|COVE257V6LD18|FOB|USD|191248.83|191248.83|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-10|COVE257V9D4B3|FOB|USD|130769.55|130769.55|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-05|COVE257UZQ0V6|FOB|USD|247628.49|247628.49|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060523|071|2025-12-13|COVE257VGNZN3|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005483|230|2025-12-17|COVE257VMMPC6|FOB|USD|251731.82|251731.82|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005525|230|2025-12-17|COVE257VOPZ06|FCA|CAD|134087.66|186933.86|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005482|230|2025-11-29|COVE257UOLAC4|FOB|USD|195911.43|195911.43|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-25|COVE257W1C9G8|FOB|USD|226383.63|226383.63|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060533|071|2025-12-19|COVE257VTI4C8|FOB|USD|2.00|2.00|MEX| |HU10970791|HARMAN BECKER AUTOMOTIVE SYSTEMS  I|1216 DON HASKINS DRIVE||S/N|799367848|EL PASO|2026-01-08 14:45:01|
1669|5000222|810|2025-12-10|COVE257V8ZE32|FCA|EUR|11266.98|9711.24|SVK| |SK2023796390|CARCOUSTICS SLOVAKIA NOVAKY S.R.O|ANDREJA HLINKU 1514/86||S/N|97271|NOVAKY|2026-01-08 15:44:00|
3949|5060533|071|2025-12-11|COVE257VCY6P4|FOB|USD|1.00|1.00|MEX| |38-3384519|LEAR CORPORATION|950 LOMA VERDE||S/N|799367899|EL PASO|2026-01-08 14:45:01|
3949|5060521|070|2025-12-22|COVE257VVU824|FOB|USD|1.00|1.00|MEX| |31-1232406|BORG WARNER AUTOMOTIVE INC|1350 FRANKLIN GROVE RD||S/N|610219148|DIXON|2026-01-07 14:11:01|
3949|5004812|160|2025-12-01|COVE257UQWIW5|FCA|CNY|134836.28|953917.81|CHN| |91350900587527783|CONTEMPORARY AMPEREX TECHNOLOGY CO|NO. 1 INDUSTRY AVENUE||S/N|644005|YIBIN CITY SICHUAN PROVINCE|2026-01-08 16:50:09|
1680|5005483|230|2025-12-10|COVE257V8RCF6|FOB|USD|237869.69|237869.69|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060523|071|2025-12-02|COVE257URSX24|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005482|230|2025-12-05|COVE257V051M2|FOB|USD|150833.61|150833.61|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-02|COVE257URS3S5|FOB|USD|250834.96|250834.96|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005482|230|2025-12-06|COVE257V2LVG8|FOB|USD|150677.62|150677.62|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-26|COVE257W1PD01|FOB|USD|151994.53|151994.53|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-12|COVE257VEJ5O2|FOB|USD|192372.27|192372.27|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-17|COVE257VMMO07|FOB|USD|210310.34|210310.34|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5004814|160|2025-12-02|COVE257US3Q86|DAP|CNY|51424.86|363812.21|CHN| |91320583071078833|PGI AUTO COMPONENTS KUNSHAN CO LTD|99 TANGJING ROAD DIANSHAN LAKE TOWN, JIANGSU PROVIDENCE||S/N|215345|KUNSHAN|2026-01-08 11:59:04|
1680|5005483|230|2025-12-23|COVE257VXG4Y7|FOB|USD|209895.81|209895.81|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060523|071|2025-12-14|COVE257VHKC65|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
1680|5005485|230|2025-12-03|COVE257UW2ZP1|FOB|USD|1.00|1.00|MEX| |46-3221181|US FARATHANE|820 W HOWARD LANE||S/N|787539708|AUSTIN|2026-01-06 13:18:03|
1680|5005485|230|2025-12-12|COVE257VF6XY1|FOB|USD|1.00|1.00|MEX| |261531856|DANA AUTOMOTIVE SYSTEMS GROUP|2400 LEMONE INDUSTRIAL BLVD||S/N|652018263|COLUMBIA|2026-01-06 13:18:03|
1680|5005525|230|2025-12-24|COVE257W0WSY7|FCA|USD|172833.45|172833.45|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
1680|5005525|230|2025-12-24|COVE257W0WRQ7|FCA|USD|247128.94|247128.94|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
3949|5060546|071|2025-12-23|COVE257VX8KN8|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005483|230|2025-12-02|COVE257URR225|FOB|USD|211161.74|211161.74|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005525|230|2025-12-23|COVE257VX28Z8|FCA|USD|245493.24|245493.24|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 13:06:00|
3949|5060544|071|2025-12-15|COVE257VIZCD7|FCA|USD|168641.36|168641.36|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 19:55:03|
1680|5005476|230|2025-11-29|COVE257UNZ344|FCA|USD|83555.25|83555.25|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-05 19:05:01|
3949|5060546|071|2025-12-16|COVE257VJZYE5|FCA|USD|1.00|1.00|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-08 18:03:01|
1680|5005482|230|2025-12-09|COVE257V6N7E7|FOB|USD|128129.51|128129.51|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005483|230|2025-12-19|COVE257VRZD45|FOB|USD|223954.87|223954.87|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
1680|5005483|230|2025-12-06|COVE257V2CZH8|FOB|USD|254626.31|254626.31|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:36:00|
3949|5060523|071|2025-11-30|COVE257UOYYP3|FOB|USD|1.00|1.00|MEX| |380549190|FORD KENTUCKY TRUCK PLANT 2|3001 CHAMBERLAIN LANE||S/N|402411985|LOUISVILLE|2026-01-08 12:49:05|
3949|5060539|071|2025-12-14|COVE257VH7DF3|FCA|USD|259894.59|259894.59|USA| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-09 16:59:04|
1669|5000232|810|2025-12-18|COVE257VPYPP4|FOB|USD|1.00|1.00|MEX| |ESB46066361|FORD ESPANA SL-VALENCIA ASSEMBLY PL|POLIGONO INDUSTRIAL||S/N|46440|ALMUSSAFES|2026-01-05 15:53:01|
1680|5005485|230|2025-12-03|COVE257UVD9X8|FOB|USD|1.00|1.00|MEX| |103558136RT0001|AUTONEUM NORTH AMERICA  LTD|500 HIGHWAY 3||S/N|N4G 4H8|TILLSONBURG|2026-01-06 13:18:03|
1680|5005485|230|2025-12-12|COVE257VFJ523|FOB|USD|1.00|1.00|MEX| |38-3214772|HP PELZER AUTOMOTIVE SYSTEMS INC|115 INDUSTRIAL WAY||S/N|373031200|ATHENS|2026-01-06 13:18:03|
1680|5005482|230|2025-12-10|COVE257V988O4|FOB|USD|188090.28|188090.28|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
1680|5005482|230|2025-12-14|COVE257VH2Q23|FOB|USD|196813.93|196813.93|MEX| |38-0549190|FORD MOTOR COMPANY|ONE AMERICAN ROAD||S/N|48126|DEARBORN|2026-01-06 17:08:03|
