Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3147|6001012|650|73181599|232|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|8.90000|490|445|25.00|50.000|6|0.40000|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3376|6001547|240|73269099|2|99|UN LOTE RACKS PALLETS SEPARADORES EMBALAJE REUTILIZABLE O ENVASES VACIOS O CONTENIENDO MERCANCIA|18.00000|18|18|1.00|1.000|5|11615.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-16 10:05:08|
3147|6001014|650|85443099|34|01|ARNES|11998.00000|26442|23996|1356.72|2.000|6|19.50000|1||0|1||||MEX|USA| | | | |1|F3|2026-01-20 11:43:01|
3147|6001012|650|39269099|339|06|PROTECTOR DE PLASTICO|9.00000|10|9|0.50|1.000|6|0.00800|1||1|6||||ISL|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|85443099|142|01|ARNES ELECTRICO DE USO AUTOMOTRIZ|303.00000|334|303|17.00|1.000|6|0.15000|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|5005608|850|85443099|45|01|ARNESES RECONOCIBLES PARA USO AUTOMOTRIZ|1274.00000|1274|1274|69.63|1.000|6|1.00000|1||1|1||||MEX|USA| | | | |1|F2|2026-01-20 14:03:06|
3147|6001012|650|83099001|43|00|TAPON DE METAL ROSCADO|35.66667|118|107|6.00|3.000|6|0.07400|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|87082999|357|99|SOPORTE DE CARROCERIA|53.00000|58|53|3.00|1.000|6|1.00000|6||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|85235203|152|01|TARJETAS INTELIGENTES|4.50000|246|243|13.50|54.000|6|0.97900|1||1|6||||USA|USA| | | | |1|F2|2026-01-14 15:39:02|
3147|5005617|850|87082999|7|99|CUBIERTA PROTECTORA DE MANIJA DE LA PUERTA|2408.33333|21915|21675|1207.33|9.000|6|9.00000|6||0|1||||CHN|CHN| | | | |1|F2|2026-01-08 16:53:05|
3949|6020001|670|84099999|728|00|CARTER DE ACEITE DEL MOTOR,|311.60000|1684|1558|86.71|5.000|6|10.50000|1||1|1||||POL|GBR| | | | |1|F3|2026-01-13 15:53:00|
3147|5005570|850|87082999|20|99|PARTE PARA CARROCERIA|185.00000|229|185|10.30|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|87089199|9|00|INTERCAMBIADORES DE CALOR|861.00000|1067|861|48.05|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3949|6020001|670|39263002|2408|99|CAPUCHON  TORNILLO, MANECILLA  CABLE DE MANDO, MANECILLA  PORTALON TRASERO, MANECILLA EXTERIOR DE PUERTA, MANIJA INTERIOR DE PUERTA, SOPORTE, SOPORTE  PLACA DE MATRICULA,|105.12121|3750|3469|193.08|33.000|6|9.13484|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3949|5104841|071|84821099|41|99|RODAMIENTO DE BOLAS PARA CONTACTO ANGULAR|10897.38889|198328|196153|10910.00|18.000|6|19.20200|1||0|1||INA||DEU|CAN| | | | |1|F2|2026-01-09 13:40:01|
1669|6900631|430|87082999|528|08|REFUERZOS ESTRUCTURALES DE CARROCERIA|1782.00000|4417|3564|198.83|2.000|6|2.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|6001012|650|40169999|436|99|TOPE DE CAUCHO|18.00000|40|36|2.00|2.000|6|0.10300|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|85443099|239|01|ARNES ELECTRICO DE USO AUTOMOTRIZ|392.00000|432|392|22.00|1.000|6|0.75000|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001206|470|85176217|5|99|UNIDAD DE CONTROL ELECTRONICO PARA COCHE|1786.37500|29046|28582|1523.20|16.000|6|16.00000|6||0|1||||ROM|ROM| | | | |1|F2|2026-01-20 16:41:02|
3147|6001012|650|85444299|311|04|CABLE CON PIEZAS DE CONEXION|89.00000|392|356|20.00|4.000|6|1.12000|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|73182999|55|99|PERNO DE ACERO|18.00000|20|18|1.00|1.000|6|0.06200|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|5005608|850|73181599|17|03|TORNILLO DE USO AUTOMOTRIZ|8.00000|104|104|5.66|13.000|6|13.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:03:06|
3147|6001012|650|85443099|254|01|ARNES ELECTRICO DE USO AUTOMOTRIZ|178.00000|196|178|10.00|1.000|6|0.03200|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|87089999|462|99|TIRANTE|36.00000|40|36|2.00|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
1669|6900631|430|87084099|616|01|PINON DE 6A VELOCIDAD|272.00000|337|272|15.18|1.000|6|1.00000|6||1|1||||DEU|GBR| | | | |1|F2|2026-01-13 11:45:01|
3949|5005338|160|84213199|3|00|FILTRO DE AIRE|157.50000|0|3780|210.48|24.000|6|2.00000|1||0|0||||PAN|PAN| | | | |2|A1|2026-01-09 08:40:01|
3949|6020001|670|84818023|987|00|TERMOSTATO, TUBULADURA DE SALIDA DE AGUA,|409.66667|3985|3687|205.19|9.000|6|10.31287|1||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
3147|5005570|850|85371099|33|01|CAJAS DE CONEXION|1992.00000|2469|1992|111.11|1.000|6|0.90000|1||1|1||||CHN|THA| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|87084099|17|99|PERILLA DE PALANCA DE CAMBIOS|123.00000|152|123|6.84|1.000|6|1.00000|6||1|1||||CZE|THA| | | | |1|F2|2026-01-09 23:47:03|
1669|6900631|430|87082999|469|99|CUBIERTA DE RETROVISOR|101.71429|882|712|39.74|7.000|6|7.00000|6||1|1||||ESP|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|5005617|850|85371099|26|01|CAJA DE FUSIBLES|529.33333|1606|1588|88.45|3.000|6|1.20000|1||0|1||||CHN|CHN| | | | |1|F2|2026-01-08 16:53:05|
3949|5104840|071|83099099|61|02|SELLOS (PRECINTOS)|27.86800|56354|55736|3100.00|2000.000|6|907.20000|1||0|1||TEXTAPE||MYS|USA| | | | |1|F2|2026-01-14 15:39:02|
3147|6001012|650|85443099|296|01|ARNES|231.66667|766|695|39.00|3.000|6|1.32000|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3376|6001547|240|73269099|25|99|UN LOTE RACKS PALLETS SEPARADORES EMBALAJE REUTILIZABLE O ENVASES VACIOS O CONTENIENDO MERCANCIA|18.00000|18|18|1.00|1.000|5|8943.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-16 10:05:08|
3147|5005608|850|85122099|36|00|PARILLA DEL RADIADOR|1754.00000|1754|1754|95.91|1.000|6|1.00000|1||1|1||||CHN|USA| | | | |1|F2|2026-01-20 14:03:06|
3147|6001012|650|39269099|31|06|PROTECTOR DE PLASTICO PARA ASIENTO|9.00000|10|9|0.50|1.000|6|0.02000|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
1669|5003140|510|39269099|32|06|JUNTA DEL ENFRIADOR DE ACEITE|16.30000|202|163|9.10|10.000|6|7.18327|1||1|1||||CZE|THA| | | | |1|F2|2026-01-13 17:37:00|
3147|5005609|850|87082904|72|00|PANEL DE PUERTA|8915.50000|17831|17831|979.26|2.000|6|2.00000|6||1|1||||CHN|USA| | | | |1|F2|2026-01-20 14:43:15|
3147|6001012|650|90329002|96|99|SENSOR PARA UNIDAD DE CONTROL|89.00000|98|89|5.00|1.000|6|0.02900|1||1|6||||ESP|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|87082902|459|00|COFRE|1782.00000|1964|1782|100.00|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|73202005|49|02|RESORTE|101.22222|921|911|50.66|9.000|6|0.40800|1||0|1||HAMMELMANN||DEU|CAN| | | | |1|F2|2026-01-14 15:39:02|
1680|5092196|240|84799018|1|99|ADAPTADOR PARA ROBOT|35496.00000|35890|35496|1951.00|1.000|6|4.53600|1||0|1||FANUC|A05B-1403-H631|JPN|USA| | | | |1|F2|2026-01-09 15:52:02|
1669|6900631|430|39263002|14|01|MOLDURA - PARACHOQUES|60.50000|150|121|6.75|2.000|6|1.97575|1||1|1||||DEU|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|5005570|850|87082919|102|00|PUERTA TRASERA|1735.00000|4301|3470|193.56|2.000|6|2.00000|6||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|87082999|38|02|PANEL LATERAL DE CARROCERIA|4453.00000|5519|4453|248.41|1.000|6|1.00000|6||1|1||||THA|THA| | | | |1|F2|2026-01-09 23:47:03|
3949|6020001|670|85122099|1283|00|LAMPARA  INTERIOR, LUZ DE MATRICULA,|29.08333|377|349|19.45|12.000|6|0.76287|1||1|1||||DEU|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|5092189|240|73071999|3|99|UNION GIRATORIA DE ACERO|321270.00000|324833|321270|17658.04|1.000|6|0.99700|1||0|1||||DEU|USA| | | | |1|F2|2026-01-09 14:53:02|
1669|6900631|430|87082999|518|99|PARRILLA DE VENTANA|47.50000|118|95|5.30|2.000|6|2.00000|6||1|1||||CZE|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|6001012|650|87089412|229|91|ENSAMBLE DE TUBO PARA SISTEMA DE DIRECCION|178.16667|1178|1069|60.00|6.000|6|6.00000|6||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|85437099|147|99|ACTUADOR ELECTRICO|178.00000|196|178|10.00|1.000|6|1.00000|6||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
1680|5035180|800|39239099|29|00|TARIMAS DE PLASTICO|17.96154|0|934|52.00|52.000|6|52.00000|1||0|0||||USA|USA| | | | |2|H1|2026-01-19 16:02:02|
1669|6900631|430|70091099|95|01|ESPEJO-VISTA RR|2203.00000|2730|2203|122.93|1.000|6|0.24200|1||1|1||||TUR|GBR| | | | |1|F2|2026-01-13 11:45:01|
1669|6900631|430|87089999|776|99|TUBO FLEXIBLE|255.46667|4749|3832|213.77|15.000|6|15.00000|6||1|1||||MEX|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|5005608|850|87083099|59|01|MECANISMO DE FRENOS DE DISCO|1676.00000|1676|1676|91.64|1.000|6|1.00000|6||1|1||||MEX|USA| | | | |1|F2|2026-01-20 14:03:06|
1680|6002477|800|76061299|1|00|HOJAS DE LAMINA DE ALUMINIO|242.12857|1610155|1610155|90373.36|6650.000|6|24569.65000|1||0|1||||USA|USA| | | | |1|F3|2026-01-16 15:01:02|
1680|6000842|800|59119001|1|00|CARTUCHOS FILTRANTES DE FIBRA DE POLIPROPILENO|210.94444|20920|18985|1065.60|90.000|6|73.44000|1||0|1||||USA|USA| | | | |1|F3|2026-01-16 16:54:01|
1669|6900631|430|87082999|470|99|CUBIERTA PROTECTORA|61.25000|911|735|41.01|12.000|6|12.00000|6||1|1||||FRA|GBR| | | | |1|F2|2026-01-13 11:45:01|
3949|5104841|071|84812099|38|03|VALVULA|3447.00000|3485|3447|191.72|1.000|6|0.92900|1||0|1||PARKER||USA|USA| | | | |1|F2|2026-01-09 13:40:01|
3949|6020001|670|84822099|1035|00|RODAMIENTO DE RODILLOS CONICOS,|117.14286|886|820|45.65|7.000|6|1890.00000|1||1|1||||IND|IND| | | | |1|F3|2026-01-13 15:53:00|
3949|6000017|670|84082001|9|00|MOTOR DE SERVICIO|50009.05882|936819|850154|48301.99|17.000|6|17.00000|6||1|6||||USA|USA| | | | |1|F3|2026-01-22 11:38:02|
1680|6002475|800|76069299|2|00|HOJAS DE LAMINA DE ALUMINIO ALEADO|867.62163|12233465|12233465|695122.74|14100.000|6|93162.60000|1||0|1||||USA|USA| | | | |1|F3|2026-01-21 15:15:07|
1669|6900631|430|73181599|103|03|FRENO DE MANO DE ENLACE|14.40000|89|72|4.04|5.000|6|0.42783|1||1|1||||TUR|GBR| | | | |1|F2|2026-01-13 11:45:01|
3949|5104836|071|85363099|14|99|PROTECTOR DE SOBRECARGA|3020.00000|21140|21140|1174.00|7.000|6|9.26100|1||0|1||DITEK|DTK-MRJEXTS, DTK-MRJPOES, DTK-RM24NETS|MEX|USA| | | | |1|F2|2026-01-09 15:44:01|
1669|6900631|430|87085099|624|02|JUEGO DE FUELLE INTERIOR DEL EJE DE TRANSMISION DELANTERO|583.50000|1446|1167|65.11|2.000|6|2.00000|6||1|1||||ITA|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|6001012|650|90328999|262|00|MODULO DE CONTROL|178.00000|196|178|10.00|1.000|6|1.00000|6||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|83021002|441|00|BISAGRA|71.00000|78|71|4.00|1.000|6|0.53800|1||1|6||||CAN|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|5005609|850|87088005|106|00|AMORTIGUADOR|16041.00000|64164|64164|3523.84|4.000|6|4.00000|6||1|1||||USA|USA| | | | |1|F2|2026-01-20 14:43:15|
1669|6900631|430|85129007|335|99|PORTARRASQUETA|104.00000|129|104|5.83|1.000|6|0.77998|1||1|1||||BEL|GBR| | | | |1|F2|2026-01-13 11:45:01|
3949|6020001|670|85122002|1278|00|LUZ INDICADORA DE DIRECCION,|107.00000|116|107|5.96|1.000|6|0.09072|1||1|1||||ZAF|ZAF| | | | |1|F3|2026-01-13 15:53:00|
1680|5035180|800|39235001|13|00|CUBIERTA DE PLASTICO|17.96664|0|21003|1169.00|1169.000|6|1169.00000|1||0|0||||USA|USA| | | | |2|H1|2026-01-19 16:02:02|
3376|6001547|240|73269099|15|99|UN LOTE RACKS PALLETS SEPARADORES EMBALAJE REUTILIZABLE O ENVASES VACIOS O CONTENIENDO MERCANCIA|18.00000|18|18|1.00|1.000|5|8073.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-16 10:05:08|
3147|6001012|650|84141006|170|99|BOMBA DE VACIO|1425.00000|1570|1425|80.00|1.000|12|19.00000|6||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
1680|6002453|800|76069299|1|00|HOJA DE ALUMINIO, HOJAS DE ALUMINIO, HOJAS DE LAMINA DE ALUMINIO ALEADO|790.61825|14942685|14942685|834437.22|18900.000|6|125945.70000|1||0|1||||USA|USA| | | | |1|F3|2026-01-14 13:24:03|
1680|6002472|800|76069299|1|00|HOJAS DE LAMINA DE ALUMINIO ALEADO|892.48891|13922827|13922827|791114.64|15600.000|6|101865.00000|1||0|1||||USA|USA| | | | |1|F3|2026-01-21 15:15:07|
3949|6020001|670|84841001|1137|00|JUNTA, JUNTA  CARTER DE ACEITE,|21.33333|69|64|3.54|3.000|6|0.30300|1||1|1||||GBR|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|6002471|800|76069299|1|00|CHAPA DE ALUMINIO ALEADO|110.10463|10019521|10019521|569323.30|91000.000|1|91000.00000|1||0|1||||USA|USA| | | | |1|F3|2026-01-21 15:15:05|
1869|6000036|180|72255091|7|11|ROLLOS DE LAMINA DE ACERO ALEADO, LAMINADO EN FRIO DE ANCHURA SUPERIOR A 600 MM, Y LIMITE DE RESISTENCIA A LA DEFORMACION SUPERIOR A 355 MPA|22656.98904|2356780|2356780|133228.92|104.020|14|104020.00000|1||0|1||||KOR|USA| | | | |1|F2|2026-01-21 16:06:00|
1669|6900631|430|83023091|168|00|PLACA DE SUJECION - PARACHOQUES|524.33333|1950|1573|87.73|3.000|6|4.79418|1||1|1||||TUR|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|6001296|470|90302002|1|00|OSCILOSCOPIO|19095.00000|19095|19095|1085.00|1.000|6|1.00000|6||0|6||PICO||GBR|USA| | | | |1|F3|2026-01-21 12:54:01|
3949|5104840|071|85366902|165|00|CONECTOR COMPLETO CON ACCESORIOS|409.55000|8282|8191|455.60|20.000|6|15.12000|1||0|1||WESCO/COMMSCOPE||USA|USA| | | | |1|F2|2026-01-14 15:39:02|
3147|6001012|650|84813099|209|99|VALVULA DE RETENCION|27.00000|30|27|1.50|1.000|6|0.01800|1||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|85443099|128|01|ARNES ELECTRICO DE USO AUTOMOTRIZ|980.00000|1080|980|55.00|1.000|6|0.90000|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
1680|5083929|240|39239099|7|00|CHAROLAS DE PLASTICO|17.96667|12936|12936|720.00|720.000|6|720.00000|1||1|1||||USA|USA| | | | |1|F2|2026-01-19 09:16:02|
1669|6900631|430|87081099|402|00|CUBIERTA TRASERA DEL AUTO|688.37500|13651|11014|614.46|16.000|6|16.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-13 11:45:01|
3949|6020001|670|90318099|2343|99|SENSORPOSICION DEL ARBOL DE LEVAS,|36.25000|157|145|8.08|4.000|6|4.00000|6||1|1||||HUN|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|6011252|240|87032399|2|00|VEHICULOS AUTOMOVILES, FORD EXPLORER, MODELO 2026 MOTOR DE GASOLINA, CAPACIDAD 3,000 CM3|748350.16667|4550866|4490101|253868.78|6.000|6|6.00000|6||1|1||FORD|EXPLORER 2026|USA|USA| | | | |1|A1|2026-01-20 18:30:08|
3376|6001547|240|73269099|27|99|UN LOTE RACKS PALLETS SEPARADORES EMBALAJE REUTILIZABLE O ENVASES VACIOS O CONTENIENDO MERCANCIA|18.00000|18|18|1.00|1.000|5|17456.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-16 10:05:08|
3147|6001012|650|85122099|4|00|APARATO DE ALUMBRADO AUTOMOTRIZ|36.00000|40|36|2.00|1.000|6|0.07400|1||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
1669|6900631|430|83012002|144|99|CERRADURA|714.09091|9736|7855|438.24|11.000|6|14.66511|1||1|1||||CZE|GBR| | | | |1|F2|2026-01-13 11:45:01|
1680|6002465|800|76069299|1|00|HOJAS DE LAMINA DE ALUMINIO ALEADO|746.31741|4030114|4030114|228996.75|5400.000|6|35050.20000|1||0|1||||USA|USA| | | | |1|F3|2026-01-21 15:15:05|
3949|6020001|670|85439099|1531|00|SENSOR  VELOC. EJE TURBINA  VET,|70.00000|76|70|3.89|1.000|6|0.04536|1||1|1||||CAN|GBR| | | | |1|F3|2026-01-13 15:53:00|
1869|6000036|180|72259201|9|99|ROLLOS DE LAMINA DE ACERO ALEADO, GALVANIZADO DE ANCHURA SUPERIOR A 600 MM, Y LIMITE DE RESISTENCIA A LA DEFORMACION INFERIOR A 355 MPA|22012.93541|6332241|6332241|357962.05|287.660|14|287660.00000|1||0|1||||KOR|USA| | | | |1|F2|2026-01-21 16:06:00|
3129|6000613|240|39231003|2|01|LOTE DE EMPAQUES RETORNABLES|18.35714|771|771|42.00|42.000|6|213904.86000|1||1|6||||CAN|USA| | | | |1|F2|2026-01-21 16:01:11|
3949|6020001|670|84133099|2505|02|BOMBA DE AGUA,|650.37647|59753|55282|3076.92|85.000|6|85.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|6005539|230|39269099|4|06|RECONOCIBLES COMO CONCEBIDAS EXCLUSIVAMENTE PARA USO AUTOMOTRIZ.|28.10000|296|281|15.65|10.000|6|0.23000|1|0|1|6||||USA|USA| | | | |1|F3|2026-01-07 18:47:00|
3949|5104840|071|84669399|106|99|PLACA DE PRESION|180.00000|182|180|10.00|1.000|6|0.36200|1||0|1||||USA|USA| | | | |1|F2|2026-01-14 15:39:02|
3376|6001547|240|73269099|23|99|UN LOTE RACKS PALLETS SEPARADORES EMBALAJE REUTILIZABLE O ENVASES VACIOS O CONTENIENDO MERCANCIA|18.00000|18|18|1.00|1.000|5|10006.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-16 10:05:08|
3147|6001012|650|85013103|476|00|MOTOR ELECTRICO|178.00000|196|178|10.00|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
1680|5092189|240|39173399|1|00|TUBO CORRUGADO PARA PROTECCION DE CABLEADO|482.00000|487|482|26.50|1.000|6|0.36200|1||0|1||||USA|USA| | | | |1|F2|2026-01-09 14:53:02|
1669|6900631|430|40103101|56|00|JUEGO DE CORREAS DE MANDO|245.76331|102955|83068|4634.24|338.000|6|206.30184|1||1|1||||FRA|GBR| | | | |1|F2|2026-01-13 11:45:01|
3949|6020001|670|85013199|1201|00|MECANISMO DE ACCIONAMIENTO,|645.66667|6281|5811|323.44|9.000|6|9.00000|6||1|1||||TUR|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|5031297|800|85249101|1|00|MODULO DE VISUALIZACION DE PANTALLA PLANA|7384.17973|10928586|10928586|595670.40|1480.000|6|1480.00000|6||0|1||||MEX|USA| | | | |1|V1|2026-01-09 15:43:03|
1680|6000846|800|72104999|1|01|ROLLOS DE LAMINA DE ACERO SIN ALEAR,GALVANIZADOS ROLADOS EN FRIO DE ANCHURA SUPERIOR A 600 MM CON ESPESOR INFERIOR A 3 MM Y LIMITE DE RESISTENCIA A LA DEFORMACION SUPERIOR A 275 MPA|25.23641|537711|537711|30180.15|21306.952|1|21306.95200|1||0|1||||USA|USA| | | | |1|F3|2026-01-16 14:49:00|
3147|6001012|650|87082999|244|99|SOPORTE DE ARNES|53.00000|58|53|3.00|1.000|6|1.00000|6||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|73182102|42|00|CANDADO CIRCLIP|1519.00000|9215|9114|506.94|6.000|6|0.16300|1||0|1||||DEU|USA| | | | |1|F2|2026-01-14 15:39:02|
1680|5050303|800|39231003|1|01|LOTE DE RACKS, SEPARADORES, ENVASES O CONTENEDORES CON BASE Y TAPA|18.00000|0|90|5.00|5.000|6|263.54200|1|0|0|0||||USA|USA| | | | |2|H1|2026-01-07 17:02:03|
1669|6900631|430|87089999|738|99|DEPOSITO - UREA|4723.66667|35127|28342|1581.14|6.000|6|6.00000|6||1|1||||TUR|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|6001325|470|73269099|12|99|CLIP METALICO PARA SUJETAR CABLEADO AUTOMOTRIZ|41.00000|45|41|2.35|1.000|20|0.15000|1||0|6|02202598|TI OTOMOTIV|TI OTOMOTIV|DEU|TUR| | | | |1|F3|2026-01-21 17:57:01|
1869|6000035|180|72104999|2|99|ROLLOS DE LAMINA DE ACERO SIN ALEAR, GALVANIZADA, CON ESPESOR INFERIOR A 3 MM Y ANCHO SUPERIOR A 600M CON RESISTENCIA A LA DEFORMACION INFERIOR A 275 MPA|22126.95660|72755646|72755646|4112881.82|3288.100|14|3288100.00000|1||0|1||||KOR|USA| | | | |1|F2|2026-01-21 16:02:00|
3949|6020001|670|39263002|70|99|MANECILLA EXTERIOR DE PUERTA,|57.00000|123|114|6.36|2.000|6|0.42200|1||1|1||||DEU|GBR| | | | |1|F3|2026-01-13 15:53:00|
1680|6005532|230|39263002|14|99|LOS DEMAS GUARNICIONES PARA MUEBLES CARROCERIAS O SIMILARES|0.51000|1130|1073|59.74|2086.000|6|72.74200|1|0|0|6||||ESP|ESP| | | | |1|F3|2026-01-07 17:51:01|
1669|6900631|430|87089999|753|99|RODAMIENTO DE RODILLOS CILINDR|9.01613|693|559|31.21|62.000|6|62.00000|6||1|1||||DEU|GBR| | | | |1|F2|2026-01-13 11:45:01|
3147|6001012|650|87084099|397|99|TAPA PARA CAJA DE CAMBIOS|2138.00000|2356|2138|120.00|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3147|6001012|650|87082999|265|99|SOPORTE DE FIJACION|89.00000|98|89|5.00|1.000|6|1.00000|6||1|6||||MEX|USA| | | | |1|F3|2026-01-16 12:14:01|
1680|5031278|800|39269099|1|06|SOPORTE DE PLASTICO PARA CABLE|53.79236|77461|77461|4222.08|1440.000|6|424.44000|1||0|1||||MEX|USA| | | | |1|V1|2026-01-09 15:42:02|
1669|6900631|430|85122002|318|00|LAMPARA|282.05000|6992|5641|314.70|20.000|6|53.71075|1||1|1||||TUR|GBR| | | | |1|F2|2026-01-13 11:45:01|
1669|5003140|510|87088012|344|00|BUJES PARA SUSPENSION |71.00000|264|213|11.85|3.000|6|3.00000|6||1|1||||CHN|THA| | | | |1|F2|2026-01-13 17:37:00|
1680|5092160|240|84849099|15|99|JUEGO SURTIDO DE EMPAQUES|894.80000|4524|4474|247.79|5.000|12|0.45300|1||0|1||||USA|USA| | | | |1|F2|2026-01-09 17:18:04|
3376|6001547|240|73269099|37|99|UN LOTE RACKS PALLETS SEPARADORES EMBALAJE REUTILIZABLE O ENVASES VACIOS O CONTENIENDO MERCANCIA|18.00000|18|18|1.00|1.000|5|9639.00000|1||1|6||||USA|USA| | | | |1|F2|2026-01-16 10:05:08|
3147|6001012|650|87089999|463|99|TIRANTE|36.00000|40|36|2.00|1.000|6|1.00000|6||1|6||||USA|USA| | | | |1|F3|2026-01-16 12:14:01|
3949|5104840|071|84129001|65|00|PISTON PARA CILINDRO NEUMATICO|60643.83333|367898|363863|20238.00|6.000|6|6.35000|1||0|1||HAMMELMANN||DEU|USA| | | | |1|F2|2026-01-14 15:39:02|
1680|5005478|230|903289|55|00|UN LOTE DE MATERIAL DE ENSAMBLE|1380.73000|13583919|12766241|713030.52|9246.000|6|5560.00800|1||1|6||||USA|USA| | | | |1|F2|2026-01-07 12:19:01|
3949|6020001|670|87087099|1960|03|CONJUNTO DE RUEDA,|1031.00000|1114|1031|57.40|1.000|6|1.00000|6||1|1||||ESP|GBR| | | | |1|F3|2026-01-13 15:53:00|
3147|5005570|850|73181606|95|03|TUERCA|1.50000|4|3|0.19|2.000|6|1.50000|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3147|5005570|850|84839003|82|99|PINON - ARBOL DE LEVAS|322.00000|798|644|35.91|2.000|6|0.60000|1||1|1||||CHN|CHN| | | | |1|F2|2026-01-09 23:47:03|
3949|6020001|670|85176217|1341|91|MODULO  ENLACE DATOS INTELIGENTE,|394.00000|426|394|21.95|1.000|6|1.00000|6||1|1||||MEX|USA| | | | |1|F3|2026-01-13 15:53:00|
1680|6005532|230|39269099|32|06|RECONOCIBLES COMO CONCEBIDAS EXCLUSIVAMENTE PARA USO AUTOMOTRIZ.|2.00000|3|2|0.13|1.000|6|0.00100|1|0|0|6||||CAN|CAN| | | | |1|F3|2026-01-07 17:51:01|
3949|5104840|071|85065001|150|00|BATERIA|132.35000|2676|2647|147.20|20.000|6|5.44300|1||0|1||TADIRAN||USA|USA| | | | |1|F2|2026-01-14 15:39:02|
